Sequence,Best Hit,e-value,Identities,Gaps,Identities_info,Gaps_info
parentB.XP_018223475.1,hybrid.SPGP0B00250,0.0,99,0, Identities = 665/669 (99%), Gaps = 0/669 (0%)
parentB.XP_018223476.1,hybrid.SPGP0B00260,0.0,100,0, Identities = 510/510 (100%), Gaps = 0/510 (0%)
parentB.XP_018223477.1,hybrid.SPGP0B00270,6e-110,98,0, Identities = 223/228 (98%), Gaps = 0/228 (0%)
parentB.XP_018223478.1,hybrid.SPGP0B00280,0.0,99,0, Identities = 1260/1269 (99%), Gaps = 3/1269 (0%)
parentB.XP_018223479.1,hybrid.SPGP0B00290,0.0,99,0, Identities = 533/534 (99%), Gaps = 0/534 (0%)
parentB.XP_018223480.1,hybrid.SPGP0B00300,0.0,99,0, Identities = 1375/1377 (99%), Gaps = 0/1377 (0%)
parentB.XP_018223481.1,hybrid.SPGP0B00310,0.0,99,0, Identities = 8325/8370 (99%), Gaps = 0/8370 (0%)
parentB.XP_018223482.1,hybrid.SPGP0B00320,0.0,99,0, Identities = 347/348 (99%), Gaps = 0/348 (0%)
parentB.XP_018223483.1,hybrid.SPGP0B00330,0.0,99,0, Identities = 1398/1407 (99%), Gaps = 0/1407 (0%)
parentB.XP_018223484.1,hybrid.SPGP0B00340,0.0,99,0, Identities = 2952/2961 (99%), Gaps = 0/2961 (0%)
parentB.XP_018223485.1,hybrid.SPGP0B00350,0.0,99,1, Identities = 2253/2268 (99%), Gaps = 12/2268 (1%)
parentB.XP_018223486.1,hybrid.SPGP0B00360,0.0,99,0, Identities = 1347/1356 (99%), Gaps = 0/1356 (0%)
parentB.XP_018223487.1,hybrid.SPGP0B00380,0.0,99,0, Identities = 1051/1053 (99%), Gaps = 0/1053 (0%)
parentB.XP_018223488.1,hybrid.SPGP0B00390,0.0,99,0, Identities = 1618/1626 (99%), Gaps = 0/1626 (0%)
parentB.XP_018223489.1,hybrid.SPGP0B00400,0.0,99,0, Identities = 4516/4545 (99%), Gaps = 9/4545 (0%)
parentB.XP_018223490.1,hybrid.SPGP0B00410,0.0,99,0, Identities = 352/354 (99%), Gaps = 0/354 (0%)
parentB.XP_018223491.1,hybrid.SPGP0B00420,0.0,99,0, Identities = 3210/3219 (99%), Gaps = 0/3219 (0%)
parentB.XP_018223492.1,hybrid.SPGP0B00440,1e-157,99,0, Identities = 303/304 (99%), Gaps = 1/304 (0%)
parentB.XP_018223493.1,hybrid.SPGP0B00450,0.0,99,0, Identities = 601/603 (99%), Gaps = 0/603 (0%)
parentB.XP_018223494.1,hybrid.SPGP0B00460,6e-130,100,0, Identities = 249/249 (100%), Gaps = 0/249 (0%)
parentB.XP_018223495.1,hybrid.SPGP0B00470,0.0,99,0, Identities = 1283/1290 (99%), Gaps = 0/1290 (0%)
parentB.XP_018223496.1,hybrid.SPGP0B00480,0.0,99,0, Identities = 980/981 (99%), Gaps = 0/981 (0%)
parentB.XP_018223497.1,hybrid.SPGP0B00490,0.0,99,0, Identities = 2242/2250 (99%), Gaps = 0/2250 (0%)
parentB.XP_018223498.1,hybrid.SPGP0B00500,0.0,99,0, Identities = 3433/3471 (99%), Gaps = 0/3471 (0%)
parentB.XP_018223499.1,hybrid.SPGP0B00510,0.0,99,0, Identities = 780/786 (99%), Gaps = 0/786 (0%)
parentB.XP_018223500.1,hybrid.SPGP0B00520,0.0,99,0, Identities = 3316/3330 (99%), Gaps = 0/3330 (0%)
parentB.XP_018223501.1,hybrid.SPGP0B00530,0.0,99,0, Identities = 2063/2070 (99%), Gaps = 0/2070 (0%)
parentB.XP_018223502.1,hybrid.SPGP0B00540,0.0,99,0, Identities = 2037/2038 (99%), Gaps = 0/2038 (0%)
parentB.XP_018223503.1,hybrid.SPGP0B00560,5e-157,99,0, Identities = 304/307 (99%), Gaps = 0/307 (0%)
parentB.XP_018223504.1,hybrid.SPGP0B00570,0.0,99,0, Identities = 1284/1287 (99%), Gaps = 0/1287 (0%)
parentB.XP_018223505.1,hybrid.SPGP0B00580,0.0,99,0, Identities = 631/633 (99%), Gaps = 0/633 (0%)
parentB.XP_018223506.1,hybrid.SPGP0B00590,0.0,100,0, Identities = 1404/1404 (100%), Gaps = 0/1404 (0%)
parentB.XP_018223507.1,hybrid.SPGP0B00610,0.0,99,0, Identities = 1594/1602 (99%), Gaps = 0/1602 (0%)
parentB.XP_018223508.1,hybrid.SPGP0B00620,0.0,99,0, Identities = 2515/2538 (99%), Gaps = 12/2538 (0%)
parentB.XP_018223509.1,hybrid.SPGP0B00630,0.0,99,0, Identities = 2081/2091 (99%), Gaps = 0/2091 (0%)
parentB.XP_018223510.1,hybrid.SPGP0B00640,0.0,100,0, Identities = 816/816 (100%), Gaps = 0/816 (0%)
parentB.XP_018223511.1,hybrid.SPGP0B00650,0.0,99,0, Identities = 416/417 (99%), Gaps = 0/417 (0%)
parentB.XP_018223512.1,hybrid.SPGP0B00660,0.0,99,0, Identities = 4106/4119 (99%), Gaps = 0/4119 (0%)
parentB.XP_018223513.1,hybrid.SPGP0B00670,0.0,99,0, Identities = 1340/1350 (99%), Gaps = 0/1350 (0%)
parentB.XP_018223514.1,hybrid.SPGP0B00680,0.0,99,0, Identities = 1368/1374 (99%), Gaps = 0/1374 (0%)
parentB.XP_018223515.1,hybrid.SPGP0B00690,0.0,99,0, Identities = 795/801 (99%), Gaps = 0/801 (0%)
parentB.XP_018223516.1,hybrid.SPGP0B00700,0.0,99,0, Identities = 1944/1965 (99%), Gaps = 0/1965 (0%)
parentB.XP_018223517.1,hybrid.SPGP0B00710,0.0,99,0, Identities = 1908/1920 (99%), Gaps = 0/1920 (0%)
parentB.XP_018223518.1,hybrid.SPGP0B00720,0.0,99,0, Identities = 723/726 (99%), Gaps = 0/726 (0%)
parentB.XP_018223519.1,hybrid.SPGP0B00730,0.0,99,0, Identities = 530/534 (99%), Gaps = 0/534 (0%)
parentB.XP_018223520.1,hybrid.SPGP0B00740,5e-90,99,0, Identities = 179/180 (99%), Gaps = 0/180 (0%)
parentB.XP_018223521.1,hybrid.SPGP0B00750,0.0,99,0, Identities = 1731/1740 (99%), Gaps = 0/1740 (0%)
parentB.XP_018223522.1,hybrid.SPGP0B00760,0.0,99,0, Identities = 692/699 (99%), Gaps = 0/699 (0%)
parentB.XP_018223523.1,hybrid.SPGP0B00770,0.0,99,0, Identities = 3073/3078 (99%), Gaps = 0/3078 (0%)
parentB.XP_018223524.1,hybrid.SPGP0B00780,0.0,99,0, Identities = 772/774 (99%), Gaps = 0/774 (0%)
parentB.XP_018223525.1,hybrid.SPGP0B00790,0.0,99,0, Identities = 2111/2115 (99%), Gaps = 0/2115 (0%)
parentB.XP_018223526.1,hybrid.SPGP0B00800,0.0,99,0, Identities = 4572/4584 (99%), Gaps = 0/4584 (0%)
parentB.XP_018223527.1,hybrid.SPGP0B00810,0.0,99,0, Identities = 1024/1026 (99%), Gaps = 0/1026 (0%)
parentB.XP_018223528.1,hybrid.SPGP0B00820,0.0,99,0, Identities = 1166/1167 (99%), Gaps = 0/1167 (0%)
parentB.XP_018223529.1,hybrid.SPGP0B00830,0.0,99,0, Identities = 1010/1014 (99%), Gaps = 0/1014 (0%)
parentB.XP_018223530.1,hybrid.SPGP0B00840,0.0,99,0, Identities = 954/957 (99%), Gaps = 0/957 (0%)
parentB.XP_018223531.1,hybrid.SPGP0B00850,5e-148,99,0, Identities = 284/285 (99%), Gaps = 0/285 (0%)
parentB.XP_018223532.1,hybrid.SPGP0B00860,0.0,99,0, Identities = 1149/1161 (99%), Gaps = 0/1161 (0%)
parentB.XP_018223533.1,hybrid.SPGP0B00870,8e-160,98,0, Identities = 315/321 (98%), Gaps = 0/321 (0%)
parentB.XP_018223534.1,hybrid.SPGP0B00880,0.0,99,0, Identities = 567/568 (99%), Gaps = 0/568 (0%)
parentB.XP_018223535.1,hybrid.SPGP0B00890,1e-121,99,0, Identities = 240/243 (99%), Gaps = 0/243 (0%)
parentB.XP_018223536.1,hybrid.SPGP0B00900,3e-119,99,0, Identities = 234/236 (99%), Gaps = 0/236 (0%)
parentB.XP_018223537.1,hybrid.SPGP0B00910,0.0,99,0, Identities = 433/438 (99%), Gaps = 0/438 (0%)
parentB.XP_018223538.1,hybrid.SPGP0B00920,0.0,99,0, Identities = 2009/2022 (99%), Gaps = 0/2022 (0%)
parentB.XP_018223539.1,hybrid.SPGP0B00930,0.0,99,0, Identities = 2595/2610 (99%), Gaps = 3/2610 (0%)
parentB.XP_018223540.1,hybrid.SPGP0B00940,0.0,99,0, Identities = 3389/3429 (99%), Gaps = 0/3429 (0%)
parentB.XP_018223541.1,hybrid.SPGP0B00950,0.0,99,0, Identities = 429/435 (99%), Gaps = 0/435 (0%)
parentB.XP_018223542.1,hybrid.SPGP0B00960,0.0,99,0, Identities = 1706/1722 (99%), Gaps = 0/1722 (0%)
parentB.XP_018223543.1,hybrid.SPGP0B00970,0.0,95,0, Identities = 3112/3270 (95%), Gaps = 9/3270 (0%)
parentB.XP_018223544.1,hybrid.SPGP0B00970,0.0,96,0, Identities = 906/941 (96%), Gaps = 0/941 (0%)
parentB.XP_018223545.1,hybrid.SPGP0B00980,0.0,99,0, Identities = 1347/1365 (99%), Gaps = 0/1365 (0%)
parentB.XP_018223546.1,hybrid.SPGP0B00990,0.0,99,0, Identities = 1574/1581 (99%), Gaps = 0/1581 (0%)
parentB.XP_018223547.1,hybrid.SPGP0B01000,0.0,99,0, Identities = 2697/2719 (99%), Gaps = 0/2719 (0%)
parentB.XP_018223548.1,hybrid.SPGP0B01010,0.0,99,0, Identities = 599/602 (99%), Gaps = 0/602 (0%)
parentB.XP_018223549.1,hybrid.SPGP0B01020,0.0,99,1, Identities = 2237/2256 (99%), Gaps = 12/2256 (1%)
parentB.XP_018223550.1,hybrid.SPGP0B01030,0.0,99,0, Identities = 835/837 (99%), Gaps = 0/837 (0%)
parentB.XP_018223551.1,hybrid.SPGP0B01040,0.0,99,0, Identities = 2030/2040 (99%), Gaps = 3/2040 (0%)
parentB.XP_018223552.1,hybrid.SPGP0B01050,0.0,99,0, Identities = 2517/2523 (99%), Gaps = 0/2523 (0%)
parentB.XP_018223553.1,hybrid.SPGP0B01060,0.0,99,0, Identities = 3147/3151 (99%), Gaps = 0/3151 (0%)
parentB.XP_018223554.1,hybrid.SPGP0B01070,0.0,99,0, Identities = 551/552 (99%), Gaps = 0/552 (0%)
parentB.XP_018223555.1,hybrid.SPGP0B01080,0.0,99,0, Identities = 2723/2734 (99%), Gaps = 0/2734 (0%)
parentB.XP_018223556.1,hybrid.SPGP0B01090,0.0,99,0, Identities = 7473/7488 (99%), Gaps = 0/7488 (0%)
parentB.XP_018223557.1,hybrid.SPGP0B01100,0.0,100,0, Identities = 399/399 (100%), Gaps = 0/399 (0%)
parentB.XP_018223558.1,hybrid.SPGP0B01110,0.0,99,0, Identities = 393/396 (99%), Gaps = 0/396 (0%)
parentB.XP_018223559.1,hybrid.SPGP0B01120,2e-166,100,0, Identities = 315/315 (100%), Gaps = 0/315 (0%)
parentB.XP_018223560.1,hybrid.SPGP0B01130,0.0,99,0, Identities = 2340/2343 (99%), Gaps = 0/2343 (0%)
parentB.XP_018223561.1,hybrid.SPGP0B01140,0.0,99,0, Identities = 858/861 (99%), Gaps = 0/861 (0%)
parentB.XP_018223562.1,hybrid.SPGP0B01150,0.0,99,0, Identities = 1418/1422 (99%), Gaps = 0/1422 (0%)
parentB.XP_018223563.1,hybrid.SPGP0B01160,0.0,99,0, Identities = 1298/1302 (99%), Gaps = 0/1302 (0%)
parentB.XP_018223564.1,hybrid.SPGP0B01170,0.0,99,0, Identities = 643/645 (99%), Gaps = 0/645 (0%)
parentB.XP_018223565.1,hybrid.SPGP0B01180,0.0,99,0, Identities = 1491/1494 (99%), Gaps = 0/1494 (0%)
parentB.XP_018223566.1,hybrid.SPGP0B01190,0.0,99,0, Identities = 2149/2157 (99%), Gaps = 0/2157 (0%)
parentB.XP_018223567.1,hybrid.SPGP0B01200,8e-165,100,0, Identities = 312/312 (100%), Gaps = 0/312 (0%)
parentB.XP_018223568.1,hybrid.SPGP0B01210,0.0,99,0, Identities = 407/411 (99%), Gaps = 0/411 (0%)
parentB.XP_018223569.1,hybrid.SPGP0B01220,0.0,99,0, Identities = 861/864 (99%), Gaps = 0/864 (0%)
parentB.XP_018223570.1,hybrid.SPGP0B01230,0.0,99,0, Identities = 614/615 (99%), Gaps = 0/615 (0%)
parentB.XP_018223571.1,hybrid.SPGP0B01240,0.0,99,0, Identities = 1794/1803 (99%), Gaps = 0/1803 (0%)
parentB.XP_018223572.1,hybrid.SPGP0B01250,0.0,99,0, Identities = 365/366 (99%), Gaps = 0/366 (0%)
parentB.XP_018223573.1,hybrid.SPGP0B01260,0.0,99,0, Identities = 2737/2754 (99%), Gaps = 0/2754 (0%)
parentB.XP_018223574.1,hybrid.SPGP0B01270,0.0,99,0, Identities = 1095/1101 (99%), Gaps = 0/1101 (0%)
parentB.XP_018223575.1,hybrid.SPGP0B01280,0.0,99,0, Identities = 2091/2100 (99%), Gaps = 0/2100 (0%)
parentB.XP_018223576.1,hybrid.SPGP0B01290,0.0,99,0, Identities = 1574/1587 (99%), Gaps = 0/1587 (0%)
parentB.XP_018223577.1,hybrid.SPGP0B01300,0.0,99,0, Identities = 1894/1902 (99%), Gaps = 0/1902 (0%)
parentB.XP_018223578.1,hybrid.SPGP0B01310,0.0,100,0, Identities = 534/534 (100%), Gaps = 0/534 (0%)
parentB.XP_018223579.1,hybrid.SPGP0B01320,0.0,99,0, Identities = 3494/3507 (99%), Gaps = 0/3507 (0%)
parentB.XP_018223580.1,hybrid.SPGP0B01330,0.0,99,0, Identities = 905/906 (99%), Gaps = 0/906 (0%)
parentB.XP_018223581.1,hybrid.SPGP0B01340,0.0,99,0, Identities = 1180/1185 (99%), Gaps = 0/1185 (0%)
parentB.XP_018223582.1,hybrid.SPGP0B01350,0.0,99,0, Identities = 1134/1143 (99%), Gaps = 0/1143 (0%)
parentB.XP_018223583.1,hybrid.SPGP0B01360,0.0,99,0, Identities = 1553/1563 (99%), Gaps = 0/1563 (0%)
parentB.XP_018223584.1,hybrid.SPGP0B01370,0.0,99,0, Identities = 1369/1374 (99%), Gaps = 0/1374 (0%)
parentB.XP_018223585.1,hybrid.SPGP0B01380,0.0,99,0, Identities = 714/717 (99%), Gaps = 1/717 (0%)
parentB.XP_018223586.1,hybrid.SPGP0B01390,0.0,99,0, Identities = 1084/1089 (99%), Gaps = 0/1089 (0%)
parentB.XP_018223587.1,hybrid.SPGP0B01400,0.0,99,0, Identities = 624/627 (99%), Gaps = 0/627 (0%)
parentB.XP_018223588.1,hybrid.SPGP0B01410,0.0,99,0, Identities = 1921/1935 (99%), Gaps = 0/1935 (0%)
parentB.XP_018223589.1,hybrid.SPGP0B01420,0.0,99,0, Identities = 1119/1128 (99%), Gaps = 0/1128 (0%)
parentB.XP_018223590.1,hybrid.SPGP0B01430,0.0,99,0, Identities = 496/498 (99%), Gaps = 0/498 (0%)
parentB.XP_018223591.1,hybrid.SPGP0B01440,0.0,99,0, Identities = 344/345 (99%), Gaps = 0/345 (0%)
parentB.XP_018223592.1,hybrid.SPGP0B01450,0.0,99,0, Identities = 3165/3174 (99%), Gaps = 0/3174 (0%)
parentB.XP_018223593.1,hybrid.SPGP0B01460,0.0,99,0, Identities = 1228/1230 (99%), Gaps = 0/1230 (0%)
parentB.XP_018223594.1,hybrid.SPGP0B01470,0.0,99,0, Identities = 1200/1203 (99%), Gaps = 0/1203 (0%)
parentB.XP_018223595.1,hybrid.SPGP0B01480,0.0,99,0, Identities = 699/702 (99%), Gaps = 0/702 (0%)
parentB.XP_018223596.1,hybrid.SPGP0B01490,0.0,99,0, Identities = 1199/1200 (99%), Gaps = 0/1200 (0%)
parentB.XP_018223597.1,hybrid.SPGP0B01500,0.0,99,0, Identities = 592/594 (99%), Gaps = 0/594 (0%)
parentB.XP_018223598.1,hybrid.SPGP0B01510,0.0,99,0, Identities = 1387/1389 (99%), Gaps = 0/1389 (0%)
parentB.XP_018223599.1,hybrid.SPGP0B01520,0.0,99,0, Identities = 427/428 (99%), Gaps = 0/428 (0%)
parentB.XP_018223600.1,hybrid.SPGP0B01530,0.0,99,0, Identities = 1695/1704 (99%), Gaps = 0/1704 (0%)
parentB.XP_018223601.1,hybrid.SPGP0B01540,0.0,99,0, Identities = 2675/2682 (99%), Gaps = 0/2682 (0%)
