Sequence,Best Hit,e-value,Identities,Gaps,Identities_info,Gaps_info
hybrid.SPGP0J00270,parentA.YBR279W,0.0,99,0, Identities = 1337/1338 (99%), Gaps = 0/1338 (0%)
hybrid.SPGP0J00280,parentA.YBR278W,0.0,100,0, Identities = 606/606 (100%), Gaps = 0/606 (0%)
hybrid.SPGP0J00290,parentA.YBR276C,0.0,99,0, Identities = 2415/2424 (99%), Gaps = 0/2424 (0%)
hybrid.SPGP0J00300,parentA.YBR275C,0.0,99,0, Identities = 5689/5751 (99%), Gaps = 0/5751 (0%)
hybrid.SPGP0J00310,parentA.YBR274W,0.0,99,0, Identities = 1574/1584 (99%), Gaps = 0/1584 (0%)
hybrid.SPGP0J00320,parentA.YBR273C,0.0,99,0, Identities = 1305/1311 (99%), Gaps = 0/1311 (0%)
hybrid.SPGP0J00330,parentA.YBR272C,0.0,99,0, Identities = 1429/1434 (99%), Gaps = 0/1434 (0%)
hybrid.SPGP0J00340,parentA.YBR271W,0.0,99,0, Identities = 1254/1260 (99%), Gaps = 0/1260 (0%)
hybrid.SPGP0J00350,parentA.YBR270C,0.0,99,0, Identities = 1633/1638 (99%), Gaps = 0/1638 (0%)
hybrid.SPGP0J00360,parentA.YBR269C,0.0,100,0, Identities = 417/417 (100%), Gaps = 0/417 (0%)
hybrid.SPGP0J00370,parentA.YBR268W,1e-166,99,0, Identities = 317/318 (99%), Gaps = 0/318 (0%)
hybrid.SPGP0J00380,parentA.YBR267W,0.0,99,0, Identities = 1177/1182 (99%), Gaps = 0/1182 (0%)
hybrid.SPGP0J00390,parentA.YBR265W,0.0,99,0, Identities = 960/963 (99%), Gaps = 0/963 (0%)
hybrid.SPGP0J00400,parentA.YBR264C,0.0,99,0, Identities = 597/600 (99%), Gaps = 0/600 (0%)
hybrid.SPGP0J00410,parentA.YBR263W,0.0,99,0, Identities = 1467/1473 (99%), Gaps = 0/1473 (0%)
hybrid.SPGP0J00420,parentA.YBR262C,2e-168,99,0, Identities = 320/321 (99%), Gaps = 0/321 (0%)
hybrid.SPGP0J00430,parentA.YBR261C,0.0,99,0, Identities = 697/699 (99%), Gaps = 0/699 (0%)
hybrid.SPGP0J00440,parentA.YBR260C,0.0,99,0, Identities = 1987/2001 (99%), Gaps = 0/2001 (0%)
hybrid.SPGP0J00450,parentA.YBR259W,0.0,99,0, Identities = 2058/2067 (99%), Gaps = 0/2067 (0%)
hybrid.SPGP0J00460,parentA.YBR258C,0.0,99,0, Identities = 428/429 (99%), Gaps = 0/429 (0%)
hybrid.SPGP0J00470,parentA.YBR257W,0.0,99,0, Identities = 838/840 (99%), Gaps = 0/840 (0%)
hybrid.SPGP0J00480,parentA.YBR256C,0.0,99,0, Identities = 716/717 (99%), Gaps = 0/717 (0%)
hybrid.SPGP0J00490,parentA.YBR255C-A,0.0,99,0, Identities = 456/457 (99%), Gaps = 0/457 (0%)
hybrid.SPGP0J00500,parentA.YBR255W,0.0,99,0, Identities = 2078/2085 (99%), Gaps = 0/2085 (0%)
hybrid.SPGP0J00510,parentA.YBR254C,0.0,99,0, Identities = 527/528 (99%), Gaps = 0/528 (0%)
hybrid.SPGP0J00520,parentA.YBR253W,0.0,99,0, Identities = 364/366 (99%), Gaps = 0/366 (0%)
hybrid.SPGP0J00530,parentA.YBR252W,0.0,100,0, Identities = 444/444 (100%), Gaps = 0/444 (0%)
hybrid.SPGP0J00540,parentA.YBR251W,0.0,99,0, Identities = 922/924 (99%), Gaps = 0/924 (0%)
hybrid.SPGP0J00550,parentA.YBR250W,0.0,99,0, Identities = 1570/1572 (99%), Gaps = 0/1572 (0%)
hybrid.SPGP0J00560,parentA.YBR249C,0.0,99,0, Identities = 1112/1113 (99%), Gaps = 0/1113 (0%)
hybrid.SPGP0J00570,parentA.YBR248C,0.0,99,0, Identities = 1657/1659 (99%), Gaps = 0/1659 (0%)
hybrid.SPGP0J00580,parentA.YBR247C,0.0,99,0, Identities = 1450/1452 (99%), Gaps = 0/1452 (0%)
hybrid.SPGP0J00590,parentA.YBR246W,0.0,99,0, Identities = 1148/1164 (99%), Gaps = 0/1164 (0%)
hybrid.SPGP0J00600,parentA.YBR245C,0.0,99,0, Identities = 3380/3390 (99%), Gaps = 0/3390 (0%)
hybrid.SPGP0J00610,parentA.YBR244W,0.0,100,0, Identities = 489/489 (100%), Gaps = 0/489 (0%)
hybrid.SPGP0J00620,parentA.YBR243C,0.0,100,0, Identities = 1347/1347 (100%), Gaps = 0/1347 (0%)
hybrid.SPGP0J00630,parentA.YBR242W,0.0,100,0, Identities = 717/717 (100%), Gaps = 0/717 (0%)
hybrid.SPGP0J00640,parentA.YBR241C,0.0,99,0, Identities = 1465/1467 (99%), Gaps = 0/1467 (0%)
hybrid.SPGP0J00650,parentA.YBR240C,0.0,99,0, Identities = 1349/1353 (99%), Gaps = 0/1353 (0%)
hybrid.SPGP0J00660,parentA.YBR239C,0.0,99,0, Identities = 1582/1590 (99%), Gaps = 0/1590 (0%)
hybrid.SPGP0J00670,parentA.YBR238C,0.0,99,0, Identities = 2188/2196 (99%), Gaps = 0/2196 (0%)
hybrid.SPGP0J00680,parentA.YBR237W,0.0,99,0, Identities = 2529/2550 (99%), Gaps = 0/2550 (0%)
hybrid.SPGP0J00690,parentA.YBR236C,0.0,99,0, Identities = 1306/1311 (99%), Gaps = 0/1311 (0%)
hybrid.SPGP0J00700,parentA.YBR235W,0.0,99,0, Identities = 3342/3363 (99%), Gaps = 0/3363 (0%)
hybrid.SPGP0J00710,parentA.YBR234C,0.0,99,0, Identities = 1153/1155 (99%), Gaps = 0/1155 (0%)
hybrid.SPGP0J00720,parentA.YBR233W-A,2e-148,99,0, Identities = 284/285 (99%), Gaps = 0/285 (0%)
hybrid.SPGP0J00730,parentA.YBR233W,0.0,99,0, Identities = 1238/1242 (99%), Gaps = 0/1242 (0%)
hybrid.SPGP0J00740,parentA.YBR231C,0.0,99,0, Identities = 909/912 (99%), Gaps = 0/912 (0%)
hybrid.SPGP0J00750,parentA.YBR230C,0.0,100,0, Identities = 502/502 (100%), Gaps = 0/502 (0%)
hybrid.SPGP0J00760,parentA.YBR229C,0.0,99,0, Identities = 2849/2865 (99%), Gaps = 0/2865 (0%)
hybrid.SPGP0J00770,parentA.YBR228W,0.0,99,0, Identities = 905/915 (99%), Gaps = 0/915 (0%)
hybrid.SPGP0J00780,parentA.YBR227C,0.0,99,0, Identities = 1560/1563 (99%), Gaps = 0/1563 (0%)
hybrid.SPGP0J00790,parentA.YBR225W,0.0,99,0, Identities = 2690/2703 (99%), Gaps = 0/2703 (0%)
hybrid.SPGP0J00800,parentA.YBR223C,0.0,99,0, Identities = 1627/1635 (99%), Gaps = 0/1635 (0%)
hybrid.SPGP0J00810,parentA.YBR222C,0.0,99,0, Identities = 1625/1632 (99%), Gaps = 0/1632 (0%)
hybrid.SPGP0J00820,parentA.YBR221C,0.0,99,0, Identities = 1099/1101 (99%), Gaps = 0/1101 (0%)
hybrid.SPGP0J00830,parentA.YBR220C,0.0,99,0, Identities = 1676/1683 (99%), Gaps = 0/1683 (0%)
hybrid.SPGP0J00840,parentA.YBR218C,0.0,99,0, Identities = 3533/3543 (99%), Gaps = 0/3543 (0%)
hybrid.SPGP0J00850,parentA.YBR217W,0.0,100,0, Identities = 561/561 (100%), Gaps = 0/561 (0%)
hybrid.SPGP0J00860,parentA.YBR216C,0.0,99,0, Identities = 2020/2025 (99%), Gaps = 0/2025 (0%)
hybrid.SPGP0J00870,parentA.YBR215W,0.0,99,0, Identities = 1860/1872 (99%), Gaps = 0/1872 (0%)
hybrid.SPGP0J00880,parentA.YBR214W,0.0,99,0, Identities = 1576/1584 (99%), Gaps = 0/1584 (0%)
hybrid.SPGP0J00890,parentA.YBR213W,0.0,99,0, Identities = 817/825 (99%), Gaps = 0/825 (0%)
hybrid.SPGP0J00900,parentA.YBR212W,0.0,99,0, Identities = 2005/2019 (99%), Gaps = 6/2019 (0%)
hybrid.SPGP0J00910,parentA.YBR211C,0.0,99,0, Identities = 970/975 (99%), Gaps = 0/975 (0%)
hybrid.SPGP0J00920,parentA.YBR210W,0.0,99,0, Identities = 426/429 (99%), Gaps = 0/429 (0%)
hybrid.SPGP0Jtrna17E,parentA.YDR278C,4e-24,93,0, Identities = 67/72 (93%), Gaps = 0/72 (0%)
hybrid.SPGP0J00930,parentA.YBR208C,0.0,99,0, Identities = 5484/5508 (99%), Gaps = 0/5508 (0%)
hybrid.SPGP0J00940,parentA.YBR207W,0.0,99,0, Identities = 1389/1398 (99%), Gaps = 0/1398 (0%)
hybrid.SPGP0J00950,parentA.YBR205W,0.0,99,0, Identities = 1209/1215 (99%), Gaps = 0/1215 (0%)
hybrid.SPGP0J00960,parentA.YBR204C,0.0,99,0, Identities = 1116/1128 (99%), Gaps = 0/1128 (0%)
hybrid.SPGP0J00970,parentA.YBR203W,0.0,99,0, Identities = 2760/2775 (99%), Gaps = 0/2775 (0%)
hybrid.SPGP0J00980,parentA.YBR202W,0.0,99,0, Identities = 2525/2538 (99%), Gaps = 0/2538 (0%)
hybrid.SPGP0J00990,parentA.YBR201C-A,5e-103,99,0, Identities = 202/203 (99%), Gaps = 0/203 (0%)
hybrid.SPGP0J01000,parentA.YBR201W,0.0,99,0, Identities = 632/636 (99%), Gaps = 0/636 (0%)
hybrid.SPGP0J01010,parentA.YBR200W,0.0,99,0, Identities = 1647/1656 (99%), Gaps = 0/1656 (0%)
hybrid.SPGP0J01020,parentA.YBR199W,0.0,99,0, Identities = 1388/1395 (99%), Gaps = 0/1395 (0%)
hybrid.SPGP0J01030,parentA.YBR198C,0.0,99,0, Identities = 2385/2397 (99%), Gaps = 0/2397 (0%)
hybrid.SPGP0J01040,parentA.YBR197C,0.0,99,0, Identities = 648/652 (99%), Gaps = 0/652 (0%)
hybrid.SPGP0J01050,parentA.YBR196C,0.0,99,0, Identities = 1651/1665 (99%), Gaps = 0/1665 (0%)
hybrid.SPGP0J01060,parentA.YBR195C,0.0,99,0, Identities = 1264/1269 (99%), Gaps = 0/1269 (0%)
hybrid.SPGP0J01070,parentA.YBR194W,0.0,99,0, Identities = 368/372 (99%), Gaps = 0/372 (0%)
hybrid.SPGP0J01080,parentA.YBR193C,0.0,99,0, Identities = 669/672 (99%), Gaps = 0/672 (0%)
hybrid.SPGP0J01090,parentA.YBR192W,0.0,99,0, Identities = 1128/1134 (99%), Gaps = 0/1134 (0%)
hybrid.SPGP0J01100,parentA.YBR191W,0.0,99,0, Identities = 443/444 (99%), Gaps = 0/444 (0%)
hybrid.SPGP0J01110,parentA.YBR190W,7e-160,99,0, Identities = 309/312 (99%), Gaps = 0/312 (0%)
hybrid.SPGP0J01120,parentA.YBR189W,2e-75,100,0, Identities = 150/150 (100%), Gaps = 0/150 (0%)
hybrid.SPGP0J01130,parentA.YBR188C,0.0,98,0, Identities = 415/423 (98%), Gaps = 0/423 (0%)
hybrid.SPGP0J01140,parentA.YBR187W,0.0,99,0, Identities = 836/843 (99%), Gaps = 0/843 (0%)
hybrid.SPGP0J01150,parentA.YBR186W,0.0,99,0, Identities = 1597/1611 (99%), Gaps = 0/1611 (0%)
hybrid.SPGP0J01160,parentA.YBR185C,0.0,99,0, Identities = 831/837 (99%), Gaps = 0/837 (0%)
hybrid.SPGP0J01170,parentA.YBR184W,0.0,99,0, Identities = 1563/1572 (99%), Gaps = 0/1572 (0%)
hybrid.SPGP0J01180,parentA.YBR183W,0.0,99,0, Identities = 946/951 (99%), Gaps = 0/951 (0%)
hybrid.SPGP0J01190,parentA.YBR182C,0.0,99,0, Identities = 1348/1359 (99%), Gaps = 0/1359 (0%)
hybrid.SPGP0J01200,parentA.YBR181C,0.0,99,0, Identities = 1055/1063 (99%), Gaps = 1/1063 (0%)
hybrid.SPGP0J01210,parentA.YBR180W,0.0,99,0, Identities = 1699/1719 (99%), Gaps = 0/1719 (0%)
hybrid.SPGP0J01220,parentA.YBR179C,0.0,99,0, Identities = 2556/2568 (99%), Gaps = 0/2568 (0%)
hybrid.SPGP0J01230,parentA.YBR177C,0.0,99,0, Identities = 1349/1356 (99%), Gaps = 0/1356 (0%)
hybrid.SPGP0J01240,parentA.YBR176W,0.0,99,0, Identities = 935/939 (99%), Gaps = 0/939 (0%)
hybrid.SPGP0J01250,parentA.YBR175W,0.0,99,0, Identities = 941/948 (99%), Gaps = 0/948 (0%)
hybrid.SPGP0J01260,parentA.YBR173C,0.0,99,0, Identities = 446/447 (99%), Gaps = 0/447 (0%)
hybrid.SPGP0J01270,parentA.YBR172C,0.0,99,0, Identities = 2198/2223 (99%), Gaps = 0/2223 (0%)
hybrid.SPGP0J01280,parentA.YBR171W,0.0,99,0, Identities = 620/621 (99%), Gaps = 0/621 (0%)
hybrid.SPGP0J01290,parentA.YBR170C,0.0,99,0, Identities = 1737/1743 (99%), Gaps = 0/1743 (0%)
hybrid.SPGP0J01300,parentA.YBR169C,0.0,99,0, Identities = 2071/2082 (99%), Gaps = 0/2082 (0%)
hybrid.SPGP0J01310,parentA.YBR168W,0.0,99,0, Identities = 1241/1242 (99%), Gaps = 0/1242 (0%)
hybrid.SPGP0J01320,parentA.YBR167C,0.0,99,0, Identities = 421/423 (99%), Gaps = 0/423 (0%)
hybrid.SPGP0J01330,parentA.YBR166C,0.0,99,0, Identities = 1357/1359 (99%), Gaps = 0/1359 (0%)
hybrid.SPGP0J01340,parentA.YBR165W,0.0,99,0, Identities = 830/834 (99%), Gaps = 0/834 (0%)
hybrid.SPGP0J01350,parentA.YBR164C,0.0,99,0, Identities = 550/552 (99%), Gaps = 0/552 (0%)
hybrid.SPGP0J01360,parentA.YBR163W,0.0,99,0, Identities = 1744/1757 (99%), Gaps = 0/1757 (0%)
hybrid.SPGP0J01370,parentA.YBR162W-A,3e-100,99,0, Identities = 197/198 (99%), Gaps = 0/198 (0%)
hybrid.SPGP0J01380,parentA.YBR162C,0.0,99,0, Identities = 1359/1368 (99%), Gaps = 0/1368 (0%)
hybrid.SPGP0J01390,parentA.YBR161W,0.0,99,0, Identities = 1125/1129 (99%), Gaps = 0/1129 (0%)
hybrid.SPGP0J01400,parentA.YBR160W,0.0,99,0, Identities = 896/897 (99%), Gaps = 0/897 (0%)
hybrid.SPGP0J01410,parentA.YBR159W,0.0,99,0, Identities = 1031/1044 (99%), Gaps = 0/1044 (0%)
hybrid.SPGP0J01420,parentA.YBR158W,0.0,99,0, Identities = 1648/1650 (99%), Gaps = 0/1650 (0%)
hybrid.SPGP0J01430,parentA.YBR157C,0.0,99,0, Identities = 767/768 (99%), Gaps = 0/768 (0%)
hybrid.SPGP0J01440,parentA.YBR156C,0.0,99,0, Identities = 2094/2097 (99%), Gaps = 0/2097 (0%)
hybrid.SPGP0J01450,parentA.YBR155W,0.0,99,0, Identities = 1157/1158 (99%), Gaps = 0/1158 (0%)
hybrid.SPGP0J01460,parentA.YBR154C,0.0,99,0, Identities = 647/648 (99%), Gaps = 0/648 (0%)
hybrid.SPGP0J01470,parentA.YBR153W,0.0,99,0, Identities = 729/735 (99%), Gaps = 0/735 (0%)
hybrid.SPGP0J01480,parentA.YBR152W,0.0,99,0, Identities = 870/876 (99%), Gaps = 0/876 (0%)
hybrid.SPGP0J01490,parentA.YBR151W,0.0,99,0, Identities = 947/951 (99%), Gaps = 0/951 (0%)
hybrid.SPGP0J01500,parentA.YBR150C,0.0,99,0, Identities = 2471/2505 (99%), Gaps = 1/2505 (0%)
hybrid.SPGP0J01510,parentA.YBR149W,0.0,99,0, Identities = 1031/1035 (99%), Gaps = 0/1035 (0%)
hybrid.SPGP0J01520,parentA.YBR148W,0.0,99,0, Identities = 1809/1830 (99%), Gaps = 0/1830 (0%)
hybrid.SPGP0J01530,parentA.YBR147W,0.0,99,0, Identities = 780/781 (99%), Gaps = 0/781 (0%)
hybrid.SPGP0J01540,parentA.YBR146W,0.0,99,0, Identities = 833/837 (99%), Gaps = 0/837 (0%)
hybrid.SPGP0J01550,parentA.YBR145W,0.0,99,0, Identities = 1055/1056 (99%), Gaps = 0/1056 (0%)
hybrid.SPGP0J01560,parentA.YBR143C,0.0,99,0, Identities = 1313/1314 (99%), Gaps = 0/1314 (0%)
hybrid.SPGP0J01570,parentA.YBR142W,0.0,99,0, Identities = 2318/2322 (99%), Gaps = 0/2322 (0%)
hybrid.SPGP0J01580,parentA.YBR141C,0.0,99,0, Identities = 1006/1014 (99%), Gaps = 0/1014 (0%)
hybrid.SPGP0J01590,parentA.YBR140C,0.0,99,0, Identities = 6131/6147 (99%), Gaps = 0/6147 (0%)
hybrid.SPGP0J01600,parentA.YBR139W,0.0,99,0, Identities = 1514/1527 (99%), Gaps = 0/1527 (0%)
hybrid.SPGP0J01610,parentA.YBR138C,0.0,99,0, Identities = 1564/1575 (99%), Gaps = 0/1575 (0%)
hybrid.SPGP0J01620,parentA.YBR137W,0.0,99,0, Identities = 535/540 (99%), Gaps = 0/540 (0%)
hybrid.SPGP0J01630,parentA.YBR136W,0.0,99,0, Identities = 7081/7107 (99%), Gaps = 0/7107 (0%)
hybrid.SPGP0J01640,parentA.YBR135W,0.0,99,0, Identities = 398/401 (99%), Gaps = 0/401 (0%)
hybrid.SPGP0J01650,parentA.YBR133C,0.0,99,0, Identities = 2471/2484 (99%), Gaps = 0/2484 (0%)
hybrid.SPGP0J01660,parentA.YBR132C,0.0,99,0, Identities = 1780/1791 (99%), Gaps = 0/1791 (0%)
hybrid.SPGP0J01670,parentA.YBR131W,0.0,99,0, Identities = 2096/2115 (99%), Gaps = 0/2115 (0%)
hybrid.SPGP0J01680,parentA.YBR130C,0.0,99,0, Identities = 1275/1278 (99%), Gaps = 0/1278 (0%)
hybrid.SPGP0J01690,parentA.YBR129C,0.0,99,0, Identities = 985/987 (99%), Gaps = 0/987 (0%)
hybrid.SPGP0J01700,parentA.YBR128C,0.0,99,0, Identities = 1032/1035 (99%), Gaps = 0/1035 (0%)
hybrid.SPGP0J01710,parentA.YBR127C,0.0,99,0, Identities = 1553/1554 (99%), Gaps = 0/1554 (0%)
hybrid.SPGP0J01720,parentA.YBR126C,0.0,99,0, Identities = 1480/1488 (99%), Gaps = 0/1488 (0%)
hybrid.SPGP0J01730,parentA.YBR125C,0.0,99,0, Identities = 1179/1182 (99%), Gaps = 0/1182 (0%)
hybrid.SPGP0J01740,parentA.YBR123C,0.0,100,0, Identities = 728/728 (100%), Gaps = 0/728 (0%)
hybrid.SPGP0J01750,parentA.YBR122C,0.0,99,0, Identities = 533/534 (99%), Gaps = 0/534 (0%)
hybrid.SPGP0J01760,parentA.YBR121C,0.0,99,0, Identities = 1995/2004 (99%), Gaps = 0/2004 (0%)
hybrid.SPGP0J01770,parentA.YBR120C,0.0,100,0, Identities = 489/489 (100%), Gaps = 0/489 (0%)
hybrid.SPGP0J01780,parentA.YBR119W,0.0,99,0, Identities = 896/906 (99%), Gaps = 0/906 (0%)
hybrid.SPGP0J01790,parentA.YPR080W,0.0,99,0, Identities = 1376/1377 (99%), Gaps = 0/1377 (0%)
hybrid.SPGP0J01800,parentA.YBR117C,0.0,99,0, Identities = 2038/2046 (99%), Gaps = 0/2046 (0%)
hybrid.SPGP0J01810,parentA.YBR115C,0.0,99,0, Identities = 4154/4179 (99%), Gaps = 0/4179 (0%)
hybrid.SPGP0J01820,parentA.YBR114W,0.0,99,0, Identities = 2366/2373 (99%), Gaps = 0/2373 (0%)
hybrid.SPGP0J01830,parentA.YBR112C,0.0,99,1, Identities = 2883/2916 (99%), Gaps = 15/2916 (1%)
hybrid.SPGP0J01840,parentA.YBR111W-A,0.0,99,0, Identities = 438/441 (99%), Gaps = 0/441 (0%)
hybrid.SPGP0J01850,parentA.YBR111C,0.0,99,0, Identities = 690/696 (99%), Gaps = 0/696 (0%)
hybrid.SPGP0J01860,parentA.YBR110W,0.0,99,0, Identities = 1341/1350 (99%), Gaps = 0/1350 (0%)
hybrid.SPGP0J01870,parentA.YBR109C,0.0,99,0, Identities = 443/444 (99%), Gaps = 0/444 (0%)
hybrid.SPGP0J01880,parentA.YBR108W,0.0,98,1, Identities = 2393/2448 (98%), Gaps = 30/2448 (1%)
hybrid.SPGP0J01890,parentA.YBR107C,0.0,99,0, Identities = 728/738 (99%), Gaps = 0/738 (0%)
hybrid.SPGP0J01900,parentA.YBR106W,0.0,99,0, Identities = 564/567 (99%), Gaps = 0/567 (0%)
hybrid.SPGP0J01910,parentA.YBR105C,0.0,99,0, Identities = 1088/1089 (99%), Gaps = 0/1089 (0%)
hybrid.SPGP0J01920,parentA.YBR104W,0.0,100,0, Identities = 990/990 (100%), Gaps = 0/990 (0%)
hybrid.SPGP0J01930,parentA.YBR103W,0.0,99,0, Identities = 1602/1608 (99%), Gaps = 0/1608 (0%)
hybrid.SPGP0J01940,parentA.YBR102C,0.0,99,0, Identities = 2260/2262 (99%), Gaps = 0/2262 (0%)
hybrid.SPGP0J01950,parentA.YBR101C,0.0,99,0, Identities = 865/873 (99%), Gaps = 0/873 (0%)
hybrid.SPGP0J01960,parentA.YBR098W,0.0,99,0, Identities = 2073/2076 (99%), Gaps = 0/2076 (0%)
hybrid.SPGP0J01970,parentA.YBR097W,0.0,99,0, Identities = 4362/4365 (99%), Gaps = 0/4365 (0%)
hybrid.SPGP0J01980,parentA.YBR096W,0.0,99,0, Identities = 692/693 (99%), Gaps = 0/693 (0%)
hybrid.SPGP0J01990,parentA.YBR095C,0.0,99,0, Identities = 1289/1293 (99%), Gaps = 0/1293 (0%)
hybrid.SPGP0J02000,parentA.YBR094W,0.0,99,0, Identities = 2257/2262 (99%), Gaps = 0/2262 (0%)
hybrid.SPGP0J02010,parentA.YBR093C,0.0,99,0, Identities = 1371/1383 (99%), Gaps = 2/1383 (0%)
hybrid.SPGP0J02020,parentA.YBR091C,2e-173,99,0, Identities = 329/330 (99%), Gaps = 0/330 (0%)
hybrid.SPGP0J02030,parentA.YBR089C-A,2e-158,100,0, Identities = 300/300 (100%), Gaps = 0/300 (0%)
hybrid.SPGP0J02040,parentA.YBR088C,0.0,100,0, Identities = 777/777 (100%), Gaps = 0/777 (0%)
hybrid.SPGP0J02050,parentA.YBR087W,0.0,99,0, Identities = 1058/1065 (99%), Gaps = 0/1065 (0%)
hybrid.SPGP0J02060,parentA.YBR086C,0.0,99,0, Identities = 2827/2841 (99%), Gaps = 3/2841 (0%)
hybrid.SPGP0J02070,parentA.YBR085C-A,4e-135,100,0, Identities = 258/258 (100%), Gaps = 0/258 (0%)
hybrid.SPGP0J02080,parentA.YBR085W,0.0,99,0, Identities = 923/924 (99%), Gaps = 0/924 (0%)
hybrid.SPGP0J02090,parentA.YBR084C-A,0.0,99,0, Identities = 1074/1076 (99%), Gaps = 0/1076 (0%)
hybrid.SPGP0J02100,parentA.YBR084W,0.0,99,0, Identities = 2923/2928 (99%), Gaps = 0/2928 (0%)
hybrid.SPGP0J02110,parentA.YBR083W,0.0,99,0, Identities = 1460/1461 (99%), Gaps = 0/1461 (0%)
hybrid.SPGP0J02120,parentA.YBR082C,2e-173,99,0, Identities = 331/333 (99%), Gaps = 0/333 (0%)
hybrid.SPGP0Jtrna20R,parentA.YGR164W,2e-32,100,0, Identities = 72/72 (100%), Gaps = 0/72 (0%)
hybrid.SPGP0J02130,parentA.YBR081C,0.0,99,0, Identities = 3982/3999 (99%), Gaps = 0/3999 (0%)
hybrid.SPGP0J02140,parentA.YBR080C,0.0,99,0, Identities = 2269/2277 (99%), Gaps = 0/2277 (0%)
hybrid.SPGP0J02150,parentA.YBR079C,0.0,99,0, Identities = 2879/2895 (99%), Gaps = 9/2895 (0%)
hybrid.SPGP0J02160,parentA.YBR078W,0.0,99,0, Identities = 577/579 (99%), Gaps = 0/579 (0%)
hybrid.SPGP0J02170,parentA.YBR077C,0.0,100,0, Identities = 489/489 (100%), Gaps = 0/489 (0%)
hybrid.SPGP0J02180,parentA.YBR076W,2e-75,99,0, Identities = 152/153 (99%), Gaps = 0/153 (0%)
hybrid.SPGP0J02190,parentA.YBR074W,0.0,99,0, Identities = 2930/2931 (99%), Gaps = 0/2931 (0%)
hybrid.SPGP0J02200,parentA.YBR073W,0.0,99,0, Identities = 2756/2775 (99%), Gaps = 0/2775 (0%)
hybrid.SPGP0J02210,parentA.YBR072W,0.0,99,0, Identities = 639/645 (99%), Gaps = 0/645 (0%)
