Sequence,Best Hit,e-value
YAR010C,YOL103W-B,0.0
YAR010C,YOL103W-A,0.0
YAR010C,YGR161C-D,0.0
YAR010C,YGR161C-C,0.0
YAR010C,YDR316W-B,0.0
YAR010C,YDR316W-A,0.0
YAR010C,YMR051C,0.0
YAR010C,YMR050C,0.0
YAR010C,YML045W-A,0.0
YAR010C,YML045W,0.0
YAR010C,YER160C,0.0
YAR010C,YER159C-A,0.0
YAR010C,YDR098C-B,0.0
YAR010C,YDR098C-A,0.0
YAR010C,YPR158W-B,0.0
YAR010C,YPR158W-A,0.0
YAR010C,YOR142W-B,0.0
YAR010C,YOR142W-A,0.0
YAR010C,YDR210C-D,0.0
YAR010C,YDR210C-C,0.0
YAR010C,YBR012W-B,0.0
YAR010C,YBR012W-A,0.0
YAR010C,YNL284C-B,0.0
YAR010C,YNL284C-A,0.0
YAR010C,YDR170W-A,0.0
YAR010C,YHR214C-C,0.0
YAR010C,YHR214C-B,0.0
YAR010C,YMR046C,0.0
YAR010C,YMR045C,0.0
YAR010C,YBL005W-B,0.0
YAR010C,YBL005W-A,0.0
YAR020C,YFL020C,1.29e-71
YAR020C,YLL025W,1.36e-46
YAR020C,YMR325W,4.89e-46
YAR020C,YLR037C,2.94e-43
YAR027W,YAR028W,2.01e-52
YAR027W,YGL053W,5.79e-38
YAR031W,YGL053W,0.0
YAR031W,YGL051W,3.44e-35
YAR031W,YAR033W,1.24e-34
YAR033W,YGL051W,0.0
YAR033W,YGL053W,3.37e-60
YAR033W,YGL052W,1.89e-19
YAR050W,YHR211W,0.0
YAR050W,YAR061W,4.13e-165
YAR050W,YHR213W,3.32e-119
YAR060C,YHR212C,2.16e-178
YAR061W,YHR213W,0.0
YAR061W,YHR211W,0.0
YAR061W,YHR212W-A,3.01e-105
YAR064W,YHR213W-B,4.26e-155
YAR066W,YHR214W,0.0
YAR066W,YIL169C,3.84e-90
YAR068W,YHR214W-A,0.0
YAR068W,YOL155C,6.07e-108
YAR068W,YIL169C,3.84e-90
YAR069C,YHR214C-D,4.17e-155
YAR070C,YHR214C-E,9.22e-152
YAR071W,YHR215W,0.0
YAR071W,YBR093C,0.0
YAR071W,YBR092C,0.0
YAR073W,YHR216W,0.0
YAR073W,YLR432W,0.0
YAR073W,YML056C,0.0
YAR073W,YAR075W,1.33e-52
YAR075W,YHR216W,0.0
YAR075W,YLR432W,0.0
YAR075W,YML056C,8.63e-130
YBL002W,YDR224C,2.74e-133
YBL003C,YDR225W,1.22e-171
YBL005W-A,YBL005W-B,0.0
YBL005W-A,YMR046C,0.0
YBL005W-A,YMR045C,0.0
YBL005W-A,YDR170W-A,0.0
YBL005W-A,YNL284C-B,0.0
YBL005W-A,YNL284C-A,0.0
YBL005W-A,YPR137C-B,0.0
YBL005W-A,YPR137C-A,0.0
YBL005W-A,YPL257W-B,0.0
YBL005W-A,YPL257W-A,0.0
YBL005W-A,YLR157C-B,0.0
YBL005W-A,YLR157C-A,0.0
YBL005W-A,YER138C,0.0
YBL005W-A,YER137C-A,0.0
YBL005W-A,YDR365W-B,0.0
YBL005W-A,YDR365W-A,0.0
YBL005W-A,YDR261C-D,0.0
YBL005W-A,YDR261C-C,0.0
YBL005W-A,YML040W,0.0
YBL005W-A,YML039W,0.0
YBL005W-A,YLR227W-B,0.0
YBL005W-A,YLR227W-A,0.0
YBL005W-A,YJR029W,0.0
YBL005W-A,YJR028W,0.0
YBL005W-A,YJR027W,0.0
YBL005W-A,YJR026W,0.0
YBL005W-A,YGR027W-B,0.0
YBL005W-A,YGR027W-A,0.0
YBL005W-A,YPR158C-D,0.0
YBL005W-A,YPR158C-C,0.0
YBL005W-A,YLR256W-A,0.0
YBL005W-A,YOL103W-B,0.0
YBL005W-A,YOL103W-A,0.0
YBL005W-A,YGR038C-B,0.0
YBL005W-A,YGR038C-A,0.0
YBL005W-A,YNL054W-B,0.0
YBL005W-A,YNL054W-A,0.0
YBL005W-A,YDR098C-B,0.0
YBL005W-A,YDR098C-A,0.0
YBL005W-A,YML045W-A,0.0
YBL005W-A,YML045W,0.0
YBL005W-A,YGR161C-D,0.0
YBL005W-A,YGR161C-C,0.0
YBL005W-A,YDR316W-B,0.0
YBL005W-A,YDR316W-A,0.0
YBL005W-A,YMR051C,0.0
YBL005W-A,YMR050C,0.0
YBL005W-A,YER160C,0.0
YBL005W-A,YER159C-A,0.0
YBL005W-A,YPR158W-B,0.0
YBL005W-A,YPR158W-A,0.0
YBL005W-A,YOR142W-B,0.0
YBL005W-A,YOR142W-A,0.0
YBL005W-A,YDR210C-D,0.0
YBL005W-A,YDR210C-C,0.0
YBL005W-A,YBR012W-B,0.0
YBL005W-A,YBR012W-A,0.0
YBL005W-A,YHR214C-C,0.0
YBL005W-A,YHR214C-B,0.0
YBL005W-B,YMR045C,0.0
YBL005W-B,YNL284C-B,0.0
YBL005W-B,YBR012W-B,0.0
YBL005W-B,YJR029W,0.0
YBL005W-B,YGR161C-D,0.0
YBL005W-B,YGR027W-B,0.0
YBL005W-B,YER160C,0.0
YBL005W-B,YOR142W-B,0.0
YBL005W-B,YMR050C,0.0
YBL005W-B,YPR158C-D,0.0
YBL005W-B,YML045W,0.0
YBL005W-B,YDR316W-B,0.0
YBL005W-B,YDR365W-B,0.0
YBL005W-B,YPR158W-B,0.0
YBL005W-B,YER138C,0.0
YBL005W-B,YPL257W-B,0.0
YBL005W-B,YML039W,0.0
YBL005W-B,YLR157C-B,0.0
YBL005W-B,YOL103W-B,0.0
YBL005W-B,YJR027W,0.0
YBL005W-B,YNL054W-B,0.0
YBL005W-B,YGR038C-B,0.0
YBL005W-B,YPR137C-B,0.0
YBL005W-B,YHR214C-B,0.0
YBL005W-B,YLR227W-B,0.0
YBL005W-B,YDR210C-D,0.0
YBL005W-B,YDR098C-B,0.0
YBL005W-B,YDR261C-D,0.0
YBL005W-B,YLR035C-A,0.0
YBL005W-B,YMR046C,0.0
YBL005W-B,YDR170W-A,0.0
YBL005W-B,YNL284C-A,0.0
YBL005W-B,YDR261W-B,0.0
YBL005W-B,YBL100W-B,0.0
YBL005W-B,YOR343W-B,0.0
YBL005W-B,YLR410W-B,0.0
YBL005W-B,YGR161W-B,0.0
YBL005W-B,YFL002W-A,0.0
YBL005W-B,YCL019W,0.0
YBL005W-B,YDR034C-D,0.0
YBL005W-B,YDR210W-B,0.0
YBL005W-B,YOR192C-B,0.0
YBL005W-B,YPR137C-A,0.0
YBL005W-B,YPL257W-A,0.0
YBL005W-B,YLR157C-A,0.0
YBL005W-B,YER137C-A,0.0
YBL005W-B,YDR365W-A,0.0
YBL005W-B,YDR261C-C,0.0
YBL005W-B,YML040W,0.0
YBL005W-B,YLR227W-A,0.0
YBL005W-B,YJR028W,0.0
YBL005W-B,YJR026W,0.0
YBL005W-B,YGR027W-A,0.0
YBL005W-B,YPR158C-C,0.0
YBL005W-B,YLR256W-A,0.0
YBL005W-B,YOL103W-A,0.0
YBL005W-B,YGR038C-A,0.0
YBL005W-B,YNL054W-A,0.0
YBL005W-B,YDR098C-A,0.0
YBL005W-B,YML045W-A,0.0
YBL005W-B,YGR161C-C,0.0
YBL005W-B,YDR316W-A,0.0
YBL005W-B,YMR051C,0.0
YBL005W-B,YER159C-A,0.0
YBL005W-B,YPR158W-A,0.0
YBL005W-B,YOR142W-A,0.0
YBL005W-B,YDR210C-C,0.0
YBL005W-B,YBR012W-A,0.0
YBL005W-B,YHR214C-C,0.0
YBL017C,YNR065C,0.0
YBL017C,YJL222W,0.0
YBL017C,YIL173W,0.0
YBL027W,YBR084C-A,0.0
YBL039C,YBL039C-A,5.38e-39
YBL068W-A,YBL069W,9.40e-123
YBL072C,YER102W,0.0
YBL082C,YBL083C,0.0
YBL087C,YER117W,1.29e-169
YBL100W-A,YBL100W-B,0.0
YBL100W-A,YGR161W-B,0.0
YBL100W-A,YGR161W-A,0.0
YBL100W-A,YFL002W-B,0.0
YBL100W-A,YFL002W-A,0.0
YBL100W-A,YDR261W-B,0.0
YBL100W-A,YDR261W-A,0.0
YBL100W-A,YDR210W-B,0.0
YBL100W-A,YDR210W-A,0.0
YBL100W-A,YLR410W-B,0.0
YBL100W-A,YLR410W-A,0.0
YBL100W-A,YCL020W,0.0
YBL100W-A,YCL019W,0.0
YBL100W-A,YOR343W-B,0.0
YBL100W-A,YOR343W-A,0.0
YBL100W-A,YOR192C-B,0.0
YBL100W-A,YOR192C-A,0.0
YBL100W-A,YDR034C-D,0.0
YBL100W-A,YDR034C-C,0.0
YBL100W-A,YGR038C-B,4.09e-87
YBL100W-A,YGR038C-A,1.01e-87
YBL100W-A,YPR158W-B,8.86e-84
YBL100W-A,YPR158W-A,2.19e-84
YBL100W-A,YOR142W-B,8.85e-84
YBL100W-A,YOR142W-A,2.19e-84
YBL100W-A,YMR051C,2.19e-84
YBL100W-A,YMR050C,8.85e-84
YBL100W-A,YML040W,2.19e-84
YBL100W-A,YML039W,8.85e-84
YBL100W-A,YLR227W-B,8.85e-84
YBL100W-A,YLR227W-A,2.19e-84
YBL100W-A,YJR027W,8.85e-84
YBL100W-A,YJR026W,2.19e-84
YBL100W-A,YHR214C-C,2.39e-84
YBL100W-A,YHR214C-B,9.05e-84
YBL100W-A,YGR161C-D,8.85e-84
YBL100W-A,YGR161C-C,2.19e-84
YBL100W-A,YER160C,8.85e-84
YBL100W-A,YER159C-A,2.19e-84
YBL100W-A,YDR316W-B,8.85e-84
YBL100W-A,YDR316W-A,2.19e-84
YBL100W-A,YDR210C-D,8.85e-84
YBL100W-A,YDR210C-C,2.19e-84
YBL100W-A,YDR098C-B,8.85e-84
YBL100W-A,YDR098C-A,2.19e-84
YBL100W-A,YBR012W-B,8.86e-84
YBL100W-A,YBR012W-A,2.19e-84
YBL100W-A,YPL257W-B,4.12e-82
YBL100W-A,YPL257W-A,1.02e-82
YBL100W-A,YML045W-A,1.02e-82
YBL100W-A,YML045W,4.12e-82
YBL100W-A,YLR256W-A,1.02e-82
YBL100W-A,YLR157C-B,4.12e-82
YBL100W-A,YLR157C-A,1.02e-82
YBL100W-A,YER138C,4.12e-82
YBL100W-A,YER137C-A,1.02e-82
YBL100W-A,YDR365W-B,4.12e-82
YBL100W-A,YDR365W-A,1.02e-82
YBL100W-A,YDR261C-D,3.76e-82
YBL100W-A,YDR261C-C,1.02e-82
YBL100W-A,YOL103W-B,8.92e-79
YBL100W-A,YOL103W-A,2.21e-79
YBL100W-A,YPR158C-D,4.15e-77
YBL100W-A,YPR158C-C,1.03e-77
YBL100W-B,YDR034C-D,0.0
YBL100W-B,YLR410W-B,0.0
YBL100W-B,YGR161W-B,0.0
YBL100W-B,YFL002W-A,0.0
YBL100W-B,YCL019W,0.0
YBL100W-B,YDR210W-B,0.0
YBL100W-B,YOR343W-B,0.0
YBL100W-B,YOR192C-B,0.0
YBL100W-B,YDR261W-B,0.0
YBL100W-B,YDR098C-B,0.0
YBL100W-B,YNL054W-B,0.0
YBL100W-B,YDR210C-D,0.0
YBL100W-B,YLR227W-B,0.0
YBL100W-B,YGR038C-B,0.0
YBL100W-B,YPR137C-B,0.0
YBL100W-B,YJR027W,0.0
YBL100W-B,YGR161W-A,0.0
YBL100W-B,YFL002W-B,0.0
YBL100W-B,YDR261W-A,0.0
YBL100W-B,YDR210W-A,0.0
YBL100W-B,YLR410W-A,0.0
YBL100W-B,YCL020W,0.0
YBL100W-B,YDR365W-B,0.0
YBL100W-B,YOR343W-A,0.0
YBL100W-B,YOR192C-A,0.0
YBL100W-B,YDR034C-C,0.0
YBL100W-B,YPL257W-B,0.0
YBL100W-B,YLR157C-B,0.0
YBL100W-B,YOL103W-B,0.0
YBL100W-B,YML039W,0.0
YBL100W-B,YER138C,0.0
YBL100W-B,YPR158W-B,0.0
YBL100W-B,YML045W,0.0
YBL100W-B,YDR316W-B,0.0
YBL100W-B,YPR158C-D,0.0
YBL100W-B,YHR214C-B,0.0
YBL100W-B,YMR050C,0.0
YBL100W-B,YER160C,0.0
YBL100W-B,YLR035C-A,0.0
YBL100W-B,YGR161C-D,0.0
YBL100W-B,YOR142W-B,0.0
YBL100W-B,YBR012W-B,0.0
YBL100W-B,YMR045C,0.0
YBL100W-B,YGR027W-B,0.0
YBL100W-B,YNL284C-B,0.0
YBL100W-B,YJR029W,0.0
YBL100W-B,YDR261C-D,0.0
YBL100W-B,YGR038C-A,1.01e-87
YBL100W-B,YPR158W-A,2.19e-84
YBL100W-B,YOR142W-A,2.19e-84
YBL100W-B,YMR051C,2.19e-84
YBL100W-B,YML040W,2.19e-84
YBL100W-B,YLR227W-A,2.19e-84
YBL100W-B,YJR026W,2.19e-84
YBL100W-B,YHR214C-C,2.39e-84
YBL100W-B,YGR161C-C,2.19e-84
YBL100W-B,YER159C-A,2.19e-84
YBL100W-B,YDR316W-A,2.19e-84
YBL100W-B,YDR210C-C,2.19e-84
YBL100W-B,YDR098C-A,2.19e-84
YBL100W-B,YBR012W-A,2.19e-84
YBL100W-B,YPL257W-A,1.02e-82
YBL100W-B,YML045W-A,1.02e-82
YBL100W-B,YLR256W-A,1.02e-82
YBL100W-B,YLR157C-A,1.02e-82
YBL100W-B,YER137C-A,1.02e-82
YBL100W-B,YDR365W-A,1.02e-82
YBL100W-B,YDR261C-C,1.02e-82
YBL100W-B,YOL103W-A,2.21e-79
YBL100W-B,YPR158C-C,1.03e-77
YBL107W-A,YER138W-A,2.50e-48
YBL107W-A,YIL060W,9.57e-44
YBL107W-A,YHR145C,7.76e-44
YBL107W-A,YOR192C-C,2.32e-42
YBL108C-A,YGR294W,2.76e-63
YBL108C-A,YGL261C,2.76e-63
YBL108C-A,YHL046C,1.28e-61
YBL108C-A,YEL049W,1.28e-61
YBL108C-A,YDR542W,1.28e-61
YBL108C-A,YJL223C,2.78e-58
YBL108C-A,YIL176C,2.78e-58
YBL108C-A,YBR301W,2.78e-58
YBL108C-A,YLR461W,6.02e-55
YBL108C-A,YNR076W,2.80e-53
YBL108C-A,YLL064C,2.80e-53
YBL108C-A,YKL224C,6.36e-35
YBL108W,YIR040C,2.41e-93
YBL108W,YKL223W,1.12e-91
YBL108W,YGL260W,2.73e-86
YBL108W,YHL045W,4.42e-61
YBL108W,YJL222W-B,5.79e-51
YBL108W,YIL175W,1.46e-50
YBL108W,YJL222W-A,3.66e-50
YBL108W,YIL174W,3.66e-50
YBL109W,YHR217C,4.45e-87
YBL109W,YDR544C,2.55e-64
YBL109W,YLL066W-B,3.58e-24
YBL109W,YNL338W,1.18e-23
YBL109W,YLR466C-B,8.23e-24
YBL111C,YML133C,0.0
YBL111C,YHR218W,0.0
YBL111C,YLL067C,0.0
YBL111C,YLL066C,0.0
YBL111C,YOR396W,0.0
YBL111C,YLR467W,0.0
YBL111C,YLR466W,0.0
YBL111C,YDR545W,0.0
YBL111C,YPL283C,0.0
YBL111C,YNL339C,0.0
YBL111C,YGR296W,0.0
YBL111C,YER190W,0.0
YBL111C,YJL225C,0.0
YBL111C,YIL177C,0.0
YBL111C,YEL077C,0.0
YBL111C,YFL066C,0.0
YBL111C,YPR204W,0.0
YBL111C,YHL050C,0.0
YBL111C,YHL049C,0.0
YBL111C,YLR462W,0.0
YBL111C,YPR202W,0.0
YBL111C,YFL064C,0.0
YBL111C,YER189W,4.05e-166
YBL111C,YEL075C,8.77e-163
YBL111C,YPR203W,4.40e-155
YBL111C,YFL065C,2.05e-153
YBL111C,YLR464W,1.57e-69
YBL111C,YEL076C-A,1.57e-69
YBL111C,YEL076C,1.08e-69
YBL112C,YHR218W-A,2.07e-168
YBL112C,YPR204W,1.67e-163
YBL112C,YPL283C,3.09e-163
YBL112C,YOR396W,2.91e-163
YBL112C,YNL339C,3.09e-163
YBL112C,YLR467W,2.91e-163
YBL112C,YLR466W,2.24e-163
YBL112C,YLL067C,2.00e-163
YBL112C,YLL066C,2.00e-163
YBL112C,YIL177C,3.06e-163
YBL112C,YGR296W,3.09e-163
YBL112C,YER190W,2.72e-163
YBL112C,YDR545W,2.91e-163
YBL112C,YML133C,1.06e-161
YBL112C,YJL225C,1.42e-161
YBL112C,YEL077C,9.61e-162
YBL112C,YHL050C,1.57e-148
YBL112C,YFL066C,2.30e-148
YBL112C,YHR219W,1.21e-33
YBL112C,YBL113C,1.54e-33
YBL113C,YPR204W,0.0
YBL113C,YEL077C,0.0
YBL113C,YJL225C,0.0
YBL113C,YIL177C,0.0
YBL113C,YHR219W,0.0
YBL113C,YOR396W,0.0
YBL113C,YML133C,0.0
YBL113C,YLR467W,0.0
YBL113C,YLR466W,0.0
YBL113C,YLL067C,0.0
YBL113C,YLL066C,0.0
YBL113C,YDR545W,0.0
YBL113C,YPL283C,0.0
YBL113C,YGR296W,0.0
YBL113C,YER190W,0.0
YBL113C,YNL339C,0.0
YBL113C,YHL050C,0.0
YBL113C,YHR218W-A,1.93e-34
YBL113W-A,YPR204C-A,0.0
YBL113W-A,YPL283W-B,0.0
YBL113W-A,YGR296C-B,0.0
YBL113W-A,YER190C-B,0.0
YBL113W-A,YEL077W-A,0.0
YBL113W-A,YOR396C-A,0.0
YBL113W-A,YLR467C-A,0.0
YBL113W-A,YLR466C-A,0.0
YBL113W-A,YNL339W-B,0.0
YBL113W-A,YML133W-B,0.0
YBL113W-A,YHR219C-A,0.0
YBL113W-A,YDR545C-A,0.0
YBL113W-A,YLL067W-A,0.0
YBL113W-A,YLL066W-A,0.0
YBL113W-A,YHL050W-A,0.0
YBL113W-A,YFL068W,0.0
YBL113W-A,YJL225W-A,0.0
YBL113W-A,YIL177W-A,0.0
YBR001C,YDR001C,0.0
YBR009C,YNL030W,9.62e-152
YBR010W,YNL031C,1.61e-175
YBR012W-A,YBR012W-B,0.0
YBR012W-A,YPR158W-B,0.0
YBR012W-A,YPR158W-A,0.0
YBR012W-A,YOR142W-B,0.0
YBR012W-A,YOR142W-A,0.0
YBR012W-A,YGR161C-D,0.0
YBR012W-A,YGR161C-C,0.0
YBR012W-A,YDR316W-B,0.0
YBR012W-A,YDR316W-A,0.0
YBR012W-A,YMR051C,0.0
YBR012W-A,YMR050C,0.0
YBR012W-A,YER160C,0.0
YBR012W-A,YER159C-A,0.0
YBR012W-A,YDR098C-B,0.0
YBR012W-A,YDR098C-A,0.0
YBR012W-A,YML045W-A,0.0
YBR012W-A,YML045W,0.0
YBR012W-A,YDR210C-D,0.0
YBR012W-A,YDR210C-C,0.0
YBR012W-A,YGR038C-B,0.0
YBR012W-A,YGR038C-A,0.0
YBR012W-A,YOL103W-B,0.0
YBR012W-A,YOL103W-A,0.0
YBR012W-A,YLR256W-A,0.0
YBR012W-A,YML040W,0.0
YBR012W-A,YML039W,0.0
YBR012W-A,YLR227W-B,0.0
YBR012W-A,YLR227W-A,0.0
YBR012W-A,YJR027W,0.0
YBR012W-A,YJR026W,0.0
YBR012W-A,YDR261C-D,0.0
YBR012W-A,YDR261C-C,0.0
YBR012W-A,YPR158C-D,0.0
YBR012W-A,YPR158C-C,0.0
YBR012W-A,YPL257W-B,0.0
YBR012W-A,YPL257W-A,0.0
YBR012W-A,YLR157C-B,0.0
YBR012W-A,YLR157C-A,0.0
YBR012W-A,YER138C,0.0
YBR012W-A,YER137C-A,0.0
YBR012W-A,YDR365W-B,0.0
YBR012W-A,YDR365W-A,0.0
YBR012W-A,YJR029W,0.0
YBR012W-A,YJR028W,0.0
YBR012W-A,YPR137C-B,0.0
YBR012W-A,YPR137C-A,0.0
YBR012W-A,YNL054W-B,0.0
YBR012W-A,YNL054W-A,0.0
YBR012W-A,YGR027W-B,0.0
YBR012W-A,YGR027W-A,0.0
YBR012W-A,YNL284C-B,0.0
YBR012W-A,YNL284C-A,0.0
YBR012W-A,YHR214C-C,0.0
YBR012W-A,YHR214C-B,0.0
YBR012W-A,YDR170W-A,0.0
YBR012W-A,YMR046C,0.0
YBR012W-A,YMR045C,0.0
YBR012W-A,YOR192C-B,8.87e-89
YBR012W-A,YOR192C-A,2.17e-89
YBR012W-A,YLR410W-B,4.12e-87
YBR012W-A,YLR410W-A,1.01e-87
YBR012W-A,YDR034C-D,4.12e-87
YBR012W-A,YDR034C-C,1.01e-87
YBR012W-A,YGR161W-B,1.92e-85
YBR012W-A,YGR161W-A,4.70e-86
YBR012W-A,YFL002W-B,4.70e-86
YBR012W-A,YFL002W-A,1.92e-85
YBR012W-A,YDR261W-B,1.92e-85
YBR012W-A,YDR261W-A,4.70e-86
YBR012W-A,YOR343W-B,8.93e-84
YBR012W-A,YOR343W-A,2.18e-84
YBR012W-A,YCL020W,2.18e-84
YBR012W-A,YCL019W,8.93e-84
YBR012W-A,YDR210W-B,4.15e-82
YBR012W-A,YDR210W-A,1.02e-82
YBR012W-B,YGR161C-D,0.0
YBR012W-B,YOR142W-B,0.0
YBR012W-B,YER160C,0.0
YBR012W-B,YMR050C,0.0
YBR012W-B,YJR029W,0.0
YBR012W-B,YGR027W-B,0.0
YBR012W-B,YPR158W-B,0.0
YBR012W-B,YDR316W-B,0.0
YBR012W-B,YML045W,0.0
YBR012W-B,YPR158C-D,0.0
YBR012W-B,YOL103W-B,0.0
YBR012W-B,YML039W,0.0
YBR012W-B,YPL257W-B,0.0
YBR012W-B,YER138C,0.0
YBR012W-B,YLR157C-B,0.0
YBR012W-B,YNL284C-B,0.0
YBR012W-B,YJR027W,0.0
YBR012W-B,YGR038C-B,0.0
YBR012W-B,YDR210C-D,0.0
YBR012W-B,YDR365W-B,0.0
YBR012W-B,YDR098C-B,0.0
YBR012W-B,YNL054W-B,0.0
YBR012W-B,YPR137C-B,0.0
YBR012W-B,YLR227W-B,0.0
YBR012W-B,YMR045C,0.0
YBR012W-B,YHR214C-B,0.0
YBR012W-B,YDR261C-D,0.0
YBR012W-B,YLR035C-A,0.0
YBR012W-B,YPR158W-A,0.0
YBR012W-B,YOR142W-A,0.0
YBR012W-B,YGR161C-C,0.0
YBR012W-B,YDR316W-A,0.0
YBR012W-B,YMR051C,0.0
YBR012W-B,YER159C-A,0.0
YBR012W-B,YDR098C-A,0.0
YBR012W-B,YML045W-A,0.0
YBR012W-B,YDR210C-C,0.0
YBR012W-B,YGR038C-A,0.0
YBR012W-B,YOL103W-A,0.0
YBR012W-B,YLR256W-A,0.0
YBR012W-B,YML040W,0.0
YBR012W-B,YLR227W-A,0.0
YBR012W-B,YJR026W,0.0
YBR012W-B,YDR261C-C,0.0
YBR012W-B,YPR158C-C,0.0
YBR012W-B,YPL257W-A,0.0
YBR012W-B,YLR157C-A,0.0
YBR012W-B,YER137C-A,0.0
YBR012W-B,YDR365W-A,0.0
YBR012W-B,YJR028W,0.0
YBR012W-B,YPR137C-A,0.0
YBR012W-B,YNL054W-A,0.0
YBR012W-B,YGR027W-A,0.0
YBR012W-B,YDR261W-B,0.0
YBR012W-B,YLR410W-B,0.0
YBR012W-B,YOR343W-B,0.0
YBR012W-B,YGR161W-B,0.0
YBR012W-B,YFL002W-A,0.0
YBR012W-B,YCL019W,0.0
YBR012W-B,YDR034C-D,0.0
YBR012W-B,YNL284C-A,0.0
YBR012W-B,YDR210W-B,0.0
