Sequence,Best Hit,e-value,Identities,Gaps,Identities_info,Gaps_info
parentA.YAL035W,hybrid.SPGP0AJ00610,0.0,99,0, Identities = 2997/3018 (99%), Gaps = 9/3018 (0%)
parentA.YAL036C,hybrid.SPGP0AJ00620,0.0,99,0, Identities = 1101/1110 (99%), Gaps = 0/1110 (0%)
parentA.YAL037C-B,hybrid.SPGP0AJ00640,0.0,100,0, Identities = 963/963 (100%), Gaps = 0/963 (0%)
parentA.YAL037W,hybrid.SPGP0AJ00630,0.0,99,0, Identities = 799/804 (99%), Gaps = 0/804 (0%)
parentA.YAL038W,hybrid.SPGP0AJ00640,0.0,99,0, Identities = 1502/1503 (99%), Gaps = 0/1503 (0%)
parentA.YAL039C,hybrid.SPGP0AJ00650,0.0,99,0, Identities = 808/810 (99%), Gaps = 0/810 (0%)
parentA.YAL040C,hybrid.SPGP0AJ00660,0.0,99,0, Identities = 1731/1743 (99%), Gaps = 0/1743 (0%)
parentA.YAL041W,hybrid.SPGP0AJ00670,0.0,99,0, Identities = 2558/2565 (99%), Gaps = 0/2565 (0%)
parentA.YAL042C-A,hybrid.SPGP0AJ00680,3e-154,100,0, Identities = 293/293 (100%), Gaps = 0/293 (0%)
parentA.YAL042W,hybrid.SPGP0AJ00680,0.0,99,0, Identities = 1245/1248 (99%), Gaps = 0/1248 (0%)
parentA.YAL043C,hybrid.SPGP0AJ00690,0.0,99,0, Identities = 2340/2358 (99%), Gaps = 0/2358 (0%)
parentA.YAL044C,hybrid.SPGP0AJ00700,0.0,100,0, Identities = 513/513 (100%), Gaps = 0/513 (0%)
parentA.YAL044W-A,hybrid.SPGP0AJ00710,8e-175,99,0, Identities = 332/333 (99%), Gaps = 0/333 (0%)
parentA.YAL045C,hybrid.SPGP0AJ00710,8e-145,99,0, Identities = 278/279 (99%), Gaps = 0/279 (0%)
parentA.YAL046C,hybrid.SPGP0AJ00720,0.0,99,0, Identities = 353/357 (99%), Gaps = 0/357 (0%)
parentA.YAL047C,hybrid.SPGP0AJ00730,0.0,99,0, Identities = 1465/1477 (99%), Gaps = 0/1477 (0%)
parentA.YAL047W-A,hybrid.SPGP0AJ00740,1e-97,98,0, Identities = 201/206 (98%), Gaps = 0/206 (0%)
parentA.YAL048C,hybrid.SPGP0AJ00740,0.0,98,0, Identities = 1959/1989 (98%), Gaps = 0/1989 (0%)
parentA.YAL049C,hybrid.SPGP0AJ00750,0.0,99,0, Identities = 738/741 (99%), Gaps = 0/741 (0%)
parentA.YAL051W,hybrid.SPGP0AJ00760,0.0,99,0, Identities = 3115/3144 (99%), Gaps = 0/3144 (0%)
parentA.YAL053W,hybrid.SPGP0AJ00770,0.0,99,0, Identities = 2335/2352 (99%), Gaps = 0/2352 (0%)
parentA.YAL054C,hybrid.SPGP0AJ00780,0.0,99,0, Identities = 2130/2142 (99%), Gaps = 0/2142 (0%)
parentA.YAL055W,hybrid.SPGP0AJ00790,0.0,98,0, Identities = 534/543 (98%), Gaps = 0/543 (0%)
parentA.YAL056C-A,hybrid.SPGP0AJ00810,5e-142,99,0, Identities = 275/277 (99%), Gaps = 0/277 (0%)
parentA.YAL056W,hybrid.SPGP0AJ00800,0.0,99,0, Identities = 2618/2643 (99%), Gaps = 0/2643 (0%)
parentA.YAL058W,hybrid.SPGP0AJ00810,0.0,99,0, Identities = 1496/1509 (99%), Gaps = 0/1509 (0%)
parentA.YAL059C-A,hybrid.SPGP0AJ00820,8e-176,99,0, Identities = 336/338 (99%), Gaps = 0/338 (0%)
parentA.YAL059W,hybrid.SPGP0AJ00820,0.0,99,0, Identities = 563/567 (99%), Gaps = 0/567 (0%)
parentA.YAL060W,hybrid.SPGP0AJ00830,0.0,99,0, Identities = 1132/1149 (99%), Gaps = 0/1149 (0%)
parentA.YAL061W,hybrid.SPGP0DA00100,0.0,99,0, Identities = 1243/1254 (99%), Gaps = 0/1254 (0%)
parentA.YAL062W,hybrid.SPGP0AI00100,0.0,82,0, Identities = 1115/1368 (82%), Gaps = 0/1368 (0%)
parentA.YAL063C,hybrid.SPGP0AJ00110,0.0,91,3, Identities = 1185/1300 (91%), Gaps = 39/1300 (3%)
parentA.YAL064W-B,hybrid.SPGP0AJ00110,6e-157,92,5, Identities = 371/402 (92%), Gaps = 21/402 (5%)
parentA.YAL065C,hybrid.SPGP0AJ00110,1e-158,96,0, Identities = 329/343 (96%), Gaps = 0/343 (0%)
parentA.YAL067C,hybrid.SPGP0M03340,0.0,84,1, Identities = 1287/1529 (84%), Gaps = 11/1529 (1%)
parentA.YAL068C,hybrid.SPGP0A00100,0.0,98,0, Identities = 357/363 (98%), Gaps = 0/363 (0%)
parentA.YAR002C-A,hybrid.SPGP0AJ00280,0.0,99,0, Identities = 658/660 (99%), Gaps = 0/660 (0%)
parentA.YAR002W,hybrid.SPGP0AJ00290,0.0,99,0, Identities = 1610/1620 (99%), Gaps = 0/1620 (0%)
parentA.YAR003W,hybrid.SPGP0AJ00270,0.0,99,0, Identities = 1279/1281 (99%), Gaps = 0/1281 (0%)
parentA.YAR007C,hybrid.SPGP0AJ00260,0.0,99,0, Identities = 1856/1866 (99%), Gaps = 0/1866 (0%)
parentA.YAR008W,hybrid.SPGP0AJ00250,0.0,100,0, Identities = 418/418 (100%), Gaps = 0/418 (0%)
parentA.YAR009C,hybrid.SPGP0HD00100,5e-127,99,0, Identities = 253/256 (99%), Gaps = 1/256 (0%)
parentA.YAR010C,hybrid.SPGP0A03460,0.0,87,1, Identities = 1160/1327 (87%), Gaps = 8/1327 (1%)
parentA.YAR014C,hybrid.SPGP0AJ00240,0.0,99,0, Identities = 2121/2130 (99%), Gaps = 0/2130 (0%)
parentA.YAR015W,hybrid.SPGP0AJ00230,0.0,99,0, Identities = 913/921 (99%), Gaps = 0/921 (0%)
parentA.YAR018C,hybrid.SPGP0AJ00220,0.0,99,0, Identities = 1305/1308 (99%), Gaps = 0/1308 (0%)
parentA.YAR019C,hybrid.SPGP0AJ00210,0.0,99,0, Identities = 2922/2925 (99%), Gaps = 0/2925 (0%)
parentA.YAR019W-A,hybrid.SPGP0AJ00210,4e-68,100,0, Identities = 138/138 (100%), Gaps = 0/138 (0%)
parentA.YAR020C,hybrid.SPGP0AJ00200,9e-82,99,0, Identities = 164/165 (99%), Gaps = 0/165 (0%)
parentA.YAR023C,hybrid.SPGP0AJ00190,0.0,99,0, Identities = 536/540 (99%), Gaps = 0/540 (0%)
parentA.YAR027W,hybrid.SPGP0AJ00180,0.0,99,0, Identities = 702/708 (99%), Gaps = 0/708 (0%)
parentA.YAR028W,hybrid.SPGP0AJ00170,0.0,98,0, Identities = 413/422 (98%), Gaps = 0/422 (0%)
parentA.YAR029W,hybrid.SPGP0AJ00150,6e-110,98,0, Identities = 222/226 (98%), Gaps = 1/226 (0%)
parentA.YAR030C,hybrid.SPGP0AJ00150,1e-34,99,1, Identities = 81/82 (99%), Gaps = 1/82 (1%)
parentA.YAR031W,hybrid.SPGP0AJ00140,0.0,96,0, Identities = 488/506 (96%), Gaps = 0/506 (0%)
parentA.YAR033W,hybrid.SPGP0AJ00140,1e-32,86,0, Identities = 113/132 (86%), Gaps = 0/132 (0%)
parentA.YAR035W,hybrid.SPGP0AJ00130,0.0,99,0, Identities = 2047/2064 (99%), Gaps = 0/2064 (0%)
parentA.YAR042W,hybrid.SPGP0AJ00120,0.0,99,0, Identities = 3544/3573 (99%), Gaps = 6/3573 (0%)
parentA.YAR050W,hybrid.SPGP0AJ00110,0.0,93,3, Identities = 857/926 (93%), Gaps = 26/926 (3%)
parentA.YAR061W,hybrid.SPGP0AE01130,3e-159,82,1, Identities = 543/661 (82%), Gaps = 8/661 (1%)
parentA.YAR064W,hybrid.SPGP0AE01140,7e-155,99,0, Identities = 298/300 (99%), Gaps = 0/300 (0%)
parentA.YAR066W,hybrid.SPGP0FW00100,2e-74,79,0, Identities = 322/408 (79%), Gaps = 0/408 (0%)
parentA.YAR068W,hybrid.SPGP0D04560,5e-84,82,0, Identities = 295/359 (82%), Gaps = 0/359 (0%)
parentA.YAR071W,hybrid.SPGP0AE01160,0.0,99,0, Identities = 1403/1404 (99%), Gaps = 0/1404 (0%)
parentA.YAR073W,hybrid.SPGP0AE01170,0.0,97,0, Identities = 1172/1212 (97%), Gaps = 4/1212 (0%)
parentA.YAR075W,hybrid.SPGP0AE01170,0.0,95,1, Identities = 451/474 (95%), Gaps = 4/474 (1%)
parentA.YBL001C,hybrid.SPGP0J02880,2e-166,100,0, Identities = 315/315 (100%), Gaps = 0/315 (0%)
parentA.YBL002W,hybrid.SPGP0J02890,0.0,100,0, Identities = 396/396 (100%), Gaps = 0/396 (0%)
parentA.YBL003C,hybrid.SPGP0J02900,0.0,100,0, Identities = 399/399 (100%), Gaps = 0/399 (0%)
parentA.YBL004W,hybrid.SPGP0J02910,0.0,99,0, Identities = 7467/7482 (99%), Gaps = 0/7482 (0%)
parentA.YBL005W,hybrid.SPGP0J02920,0.0,99,0, Identities = 2926/2931 (99%), Gaps = 0/2931 (0%)
parentA.YBL005W-A,hybrid.SPGP0A03460,0.0,98,0, Identities = 1299/1323 (98%), Gaps = 0/1323 (0%)
parentA.YBL005W-B,hybrid.SPGP0A03460,0.0,98,0, Identities = 1299/1323 (98%), Gaps = 0/1323 (0%)
parentA.YBL006C,hybrid.SPGP0J02930,0.0,99,0, Identities = 536/543 (99%), Gaps = 0/543 (0%)
parentA.YBL006W-A,hybrid.SPGP0J02930,2e-73,99,0, Identities = 149/150 (99%), Gaps = 0/150 (0%)
parentA.YBL007C,hybrid.SPGP0J02940,0.0,99,0, Identities = 3725/3735 (99%), Gaps = 0/3735 (0%)
parentA.YBL008W,hybrid.SPGP0J02950,0.0,99,0, Identities = 2515/2523 (99%), Gaps = 0/2523 (0%)
parentA.YBL009W,hybrid.SPGP0J02960,0.0,99,0, Identities = 2021/2031 (99%), Gaps = 0/2031 (0%)
parentA.YBL010C,hybrid.SPGP0J02970,0.0,99,0, Identities = 840/843 (99%), Gaps = 0/843 (0%)
parentA.YBL011W,hybrid.SPGP0J02980,0.0,99,0, Identities = 2241/2259 (99%), Gaps = 2/2259 (0%)
parentA.YBL012C,hybrid.SPGP0J02980,5e-138,99,0, Identities = 268/270 (99%), Gaps = 0/270 (0%)
parentA.YBL013W,hybrid.SPGP0J02990,0.0,99,0, Identities = 1199/1206 (99%), Gaps = 0/1206 (0%)
parentA.YBL014C,hybrid.SPGP0J03000,0.0,99,0, Identities = 2677/2685 (99%), Gaps = 0/2685 (0%)
parentA.YBL015W,hybrid.SPGP0J03010,0.0,99,0, Identities = 1576/1581 (99%), Gaps = 0/1581 (0%)
parentA.YBL016W,hybrid.SPGP0J03020,0.0,99,0, Identities = 1057/1062 (99%), Gaps = 0/1062 (0%)
parentA.YBL017C,hybrid.SPGP0J03030,0.0,99,0, Identities = 4723/4740 (99%), Gaps = 0/4740 (0%)
parentA.YBL018C,hybrid.SPGP0J03040,6e-158,99,0, Identities = 306/309 (99%), Gaps = 0/309 (0%)
parentA.YBL019W,hybrid.SPGP0J03050,0.0,99,0, Identities = 1550/1563 (99%), Gaps = 0/1563 (0%)
parentA.YBL020W,hybrid.SPGP0J03060,0.0,99,0, Identities = 1714/1725 (99%), Gaps = 0/1725 (0%)
parentA.YBL021C,hybrid.SPGP0J03070,0.0,100,0, Identities = 435/435 (100%), Gaps = 0/435 (0%)
parentA.YBL022C,hybrid.SPGP0J03080,0.0,99,0, Identities = 3388/3402 (99%), Gaps = 0/3402 (0%)
parentA.YBL023C,hybrid.SPGP0J03090,0.0,99,0, Identities = 2598/2607 (99%), Gaps = 0/2607 (0%)
parentA.YBL024W,hybrid.SPGP0J03100,0.0,99,0, Identities = 2042/2055 (99%), Gaps = 6/2055 (0%)
parentA.YBL025W,hybrid.SPGP0J03110,0.0,99,0, Identities = 435/438 (99%), Gaps = 0/438 (0%)
parentA.YBL026W,hybrid.SPGP0B00900,5e-118,85,1, Identities = 352/413 (85%), Gaps = 3/413 (1%)
parentA.YBL027W,hybrid.SPGP0B00880,0.0,94,1, Identities = 587/622 (94%), Gaps = 5/622 (1%)
parentA.YBL028C,hybrid.SPGP0J03140,2e-166,99,0, Identities = 319/321 (99%), Gaps = 0/321 (0%)
parentA.YBL029C-A,hybrid.SPGP0J03160,7e-150,100,0, Identities = 285/285 (100%), Gaps = 0/285 (0%)
parentA.YBL029W,hybrid.SPGP0J03150,0.0,99,0, Identities = 1122/1131 (99%), Gaps = 0/1131 (0%)
parentA.YBL030C,hybrid.SPGP0J03170,0.0,99,0, Identities = 948/957 (99%), Gaps = 0/957 (0%)
parentA.YBL031W,hybrid.SPGP0J03180,0.0,99,0, Identities = 1013/1017 (99%), Gaps = 0/1017 (0%)
parentA.YBL032W,hybrid.SPGP0J03190,0.0,99,0, Identities = 1142/1146 (99%), Gaps = 0/1146 (0%)
parentA.YBL033C,hybrid.SPGP0J03200,0.0,99,0, Identities = 1034/1038 (99%), Gaps = 0/1038 (0%)
parentA.YBL034C,hybrid.SPGP0J03210,0.0,99,0, Identities = 4527/4542 (99%), Gaps = 0/4542 (0%)
parentA.YBL035C,hybrid.SPGP0J03220,0.0,99,0, Identities = 2100/2118 (99%), Gaps = 0/2118 (0%)
parentA.YBL036C,hybrid.SPGP0J03230,0.0,99,0, Identities = 771/774 (99%), Gaps = 0/774 (0%)
parentA.YBL037W,hybrid.SPGP0J03240,0.0,99,0, Identities = 3069/3078 (99%), Gaps = 0/3078 (0%)
parentA.YBL038W,hybrid.SPGP0J03250,0.0,99,0, Identities = 691/699 (99%), Gaps = 0/699 (0%)
parentA.YBL039C,hybrid.SPGP0J03260,0.0,99,0, Identities = 1731/1740 (99%), Gaps = 0/1740 (0%)
parentA.YBL039C-A,hybrid.SPGP0J03260,4e-37,99,0, Identities = 83/84 (99%), Gaps = 0/84 (0%)
parentA.YBL039W-B,hybrid.SPGP0J03270,5e-90,99,0, Identities = 179/180 (99%), Gaps = 0/180 (0%)
parentA.YBL040C,hybrid.SPGP0J03280,0.0,99,0, Identities = 750/757 (99%), Gaps = 0/757 (0%)
parentA.YBL041W,hybrid.SPGP0J03290,0.0,99,0, Identities = 724/726 (99%), Gaps = 0/726 (0%)
parentA.YBL042C,hybrid.SPGP0J03300,0.0,99,0, Identities = 1910/1920 (99%), Gaps = 0/1920 (0%)
parentA.YBL043W,hybrid.SPGP0J03310,0.0,99,0, Identities = 770/774 (99%), Gaps = 0/774 (0%)
parentA.YBL045C,hybrid.SPGP0J03320,0.0,99,0, Identities = 1373/1374 (99%), Gaps = 0/1374 (0%)
parentA.YBL046W,hybrid.SPGP0J03330,0.0,97,2, Identities = 1314/1353 (97%), Gaps = 27/1353 (2%)
parentA.YBL047C,hybrid.SPGP0J03340,0.0,99,1, Identities = 4097/4146 (99%), Gaps = 24/4146 (1%)
parentA.YBL049W,hybrid.SPGP0J03350,0.0,100,0, Identities = 417/417 (100%), Gaps = 0/417 (0%)
parentA.YBL050W,hybrid.SPGP0J03360,0.0,99,0, Identities = 814/816 (99%), Gaps = 0/816 (0%)
parentA.YBL051C,hybrid.SPGP0J03370,0.0,99,0, Identities = 1985/2007 (99%), Gaps = 0/2007 (0%)
parentA.YBL052C,hybrid.SPGP0J03380,0.0,99,0, Identities = 2476/2499 (99%), Gaps = 3/2499 (0%)
parentA.YBL053W,hybrid.SPGP0J03380,5e-172,99,0, Identities = 329/331 (99%), Gaps = 0/331 (0%)
parentA.YBL054W,hybrid.SPGP0J03390,0.0,99,0, Identities = 1568/1578 (99%), Gaps = 0/1578 (0%)
parentA.YBL055C,hybrid.SPGP0J03400,0.0,99,0, Identities = 1248/1257 (99%), Gaps = 0/1257 (0%)
parentA.YBL056W,hybrid.SPGP0J03410,0.0,99,0, Identities = 1405/1407 (99%), Gaps = 0/1407 (0%)
parentA.YBL057C,hybrid.SPGP0J03420,0.0,99,0, Identities = 626/627 (99%), Gaps = 0/627 (0%)
parentA.YBL058W,hybrid.SPGP0J03430,0.0,98,0, Identities = 1254/1275 (98%), Gaps = 3/1275 (0%)
parentA.YBL059C-A,hybrid.SPGP0J03450,0.0,99,0, Identities = 414/415 (99%), Gaps = 0/415 (0%)
parentA.YBL059W,hybrid.SPGP0J03440,0.0,99,0, Identities = 648/651 (99%), Gaps = 0/651 (0%)
parentA.YBL060W,hybrid.SPGP0J03460,0.0,99,0, Identities = 2050/2064 (99%), Gaps = 0/2064 (0%)
parentA.YBL061C,hybrid.SPGP0J03470,0.0,99,0, Identities = 2074/2090 (99%), Gaps = 0/2090 (0%)
parentA.YBL062W,hybrid.SPGP0J03470,0.0,98,0, Identities = 366/372 (98%), Gaps = 0/372 (0%)
parentA.YBL063W,hybrid.SPGP0J03480,0.0,99,0, Identities = 3330/3336 (99%), Gaps = 0/3336 (0%)
parentA.YBL064C,hybrid.SPGP0J03490,0.0,99,0, Identities = 783/786 (99%), Gaps = 0/786 (0%)
parentA.YBL065W,hybrid.SPGP0J03500,2e-76,100,0, Identities = 153/153 (100%), Gaps = 0/153 (0%)
parentA.YBL066C,hybrid.SPGP0J03500,0.0,99,0, Identities = 3428/3447 (99%), Gaps = 0/3447 (0%)
parentA.YBL067C,hybrid.SPGP0J03510,0.0,99,0, Identities = 2242/2244 (99%), Gaps = 0/2244 (0%)
parentA.YBL068W,hybrid.SPGP0J03520,0.0,100,0, Identities = 981/981 (100%), Gaps = 0/981 (0%)
parentA.YBL068W-A,hybrid.SPGP0J03530,6e-120,99,0, Identities = 235/237 (99%), Gaps = 0/237 (0%)
parentA.YBL069W,hybrid.SPGP0J03530,0.0,99,0, Identities = 1286/1290 (99%), Gaps = 0/1290 (0%)
parentA.YBL070C,hybrid.SPGP0J03530,3e-94,100,0, Identities = 185/185 (100%), Gaps = 0/185 (0%)
parentA.YBL071W-A,hybrid.SPGP0J03540,3e-123,98,0, Identities = 245/249 (98%), Gaps = 0/249 (0%)
parentA.YBL072C,hybrid.SPGP0J03550,0.0,99,0, Identities = 602/603 (99%), Gaps = 0/603 (0%)
parentA.YBL073W,hybrid.SPGP0J03560,9e-70,99,0, Identities = 143/144 (99%), Gaps = 0/144 (0%)
parentA.YBL074C,hybrid.SPGP0J03560,0.0,99,0, Identities = 1064/1068 (99%), Gaps = 0/1068 (0%)
parentA.YBL075C,hybrid.SPGP0J03570,0.0,99,0, Identities = 1934/1950 (99%), Gaps = 0/1950 (0%)
parentA.YBL076C,hybrid.SPGP0J03580,0.0,99,0, Identities = 3202/3219 (99%), Gaps = 0/3219 (0%)
parentA.YBL077W,hybrid.SPGP0J03580,1e-148,99,0, Identities = 285/286 (99%), Gaps = 0/286 (0%)
parentA.YBL078C,hybrid.SPGP0J03590,0.0,100,0, Identities = 354/354 (100%), Gaps = 0/354 (0%)
parentA.YBL079W,hybrid.SPGP0J03600,0.0,99,0, Identities = 4492/4509 (99%), Gaps = 0/4509 (0%)
parentA.YBL080C,hybrid.SPGP0J03610,0.0,99,0, Identities = 1617/1626 (99%), Gaps = 0/1626 (0%)
parentA.YBL081W,hybrid.SPGP0J03620,0.0,99,0, Identities = 1102/1107 (99%), Gaps = 0/1107 (0%)
parentA.YBL082C,hybrid.SPGP0J03630,0.0,99,0, Identities = 1371/1377 (99%), Gaps = 0/1377 (0%)
parentA.YBL083C,hybrid.SPGP0J03630,0.0,99,0, Identities = 386/388 (99%), Gaps = 0/388 (0%)
parentA.YBL084C,hybrid.SPGP0J03640,0.0,99,0, Identities = 1146/1149 (99%), Gaps = 0/1149 (0%)
parentA.YBL085W,hybrid.SPGP0J03650,0.0,99,0, Identities = 2936/2943 (99%), Gaps = 0/2943 (0%)
parentA.YBL086C,hybrid.SPGP0J03660,0.0,100,0, Identities = 1401/1401 (100%), Gaps = 0/1401 (0%)
parentA.YBL087C,hybrid.SPGP0J03670,0.0,99,0, Identities = 913/918 (99%), Gaps = 0/918 (0%)
parentA.YBL088C,hybrid.SPGP0J03680,0.0,99,0, Identities = 8324/8364 (99%), Gaps = 0/8364 (0%)
parentA.YBL089W,hybrid.SPGP0J03690,0.0,99,0, Identities = 1373/1380 (99%), Gaps = 0/1380 (0%)
parentA.YBL090W,hybrid.SPGP0J03700,0.0,99,0, Identities = 530/534 (99%), Gaps = 0/534 (0%)
parentA.YBL091C,hybrid.SPGP0J03710,0.0,99,0, Identities = 1262/1266 (99%), Gaps = 0/1266 (0%)
parentA.YBL091C-A,hybrid.SPGP0J03720,2e-154,99,0, Identities = 298/300 (99%), Gaps = 0/300 (0%)
parentA.YBL092W,hybrid.SPGP0J03730,0.0,100,0, Identities = 393/393 (100%), Gaps = 0/393 (0%)
parentA.YBL093C,hybrid.SPGP0J03740,0.0,99,0, Identities = 662/663 (99%), Gaps = 0/663 (0%)
parentA.YBL094C,hybrid.SPGP0J03750,5e-167,99,0, Identities = 322/325 (99%), Gaps = 0/325 (0%)
parentA.YBL095W,hybrid.SPGP0J03750,0.0,99,0, Identities = 808/813 (99%), Gaps = 0/813 (0%)
parentA.YBL096C,hybrid.SPGP0J03750,1e-102,99,0, Identities = 204/206 (99%), Gaps = 0/206 (0%)
parentA.YBL097W,hybrid.SPGP0J03760,0.0,99,0, Identities = 2262/2265 (99%), Gaps = 0/2265 (0%)
parentA.YBL098W,hybrid.SPGP0J03770,0.0,99,0, Identities = 1380/1383 (99%), Gaps = 0/1383 (0%)
parentA.YBL099W,hybrid.SPGP0J03780,0.0,99,0, Identities = 1634/1638 (99%), Gaps = 0/1638 (0%)
parentA.YBL100C,hybrid.SPGP0J03780,6e-131,100,0, Identities = 251/251 (100%), Gaps = 0/251 (0%)
parentA.YBL100W-A,hybrid.SPGP0A00410,7e-12,100,0, Identities = 38/38 (100%), Gaps = 0/38 (0%)
parentA.YBL100W-B,hybrid.SPGP0QG00100,4e-40,88,0, Identities = 122/138 (88%), Gaps = 0/138 (0%)
parentA.YBL101C,hybrid.SPGP0J03790,0.0,99,0, Identities = 3333/3354 (99%), Gaps = 0/3354 (0%)
parentA.YBL102W,hybrid.SPGP0J03800,0.0,99,0, Identities = 647/648 (99%), Gaps = 0/648 (0%)
parentA.YBL103C,hybrid.SPGP0J03810,0.0,99,0, Identities = 1454/1461 (99%), Gaps = 0/1461 (0%)
parentA.YBL104C,hybrid.SPGP0J03820,0.0,99,0, Identities = 3112/3117 (99%), Gaps = 0/3117 (0%)
parentA.YBL105C,hybrid.SPGP0J03830,0.0,99,0, Identities = 3447/3456 (99%), Gaps = 0/3456 (0%)
parentA.YBL106C,hybrid.SPGP0J03840,0.0,99,0, Identities = 3028/3033 (99%), Gaps = 0/3033 (0%)
parentA.YBL107C,hybrid.SPGP0J03850,0.0,99,0, Identities = 589/591 (99%), Gaps = 0/591 (0%)
parentA.YBL107W-A,hybrid.SPGP0A00410,2e-47,99,0, Identities = 102/103 (99%), Gaps = 0/103 (0%)
